locus	length
NC_025016	15390
NZ_CP010110	71646
NC_011338	3424
NZ_CP012491	95721
NC_009716	6511
NZ_CP009062	28272
NC_012790	10287
NC_025023	5122
NZ_CP007069	509829
NC_012257	30341
NC_006912	39360
NZ_CP014820	5256
NZ_CP007636	167267
NG_048851	1146
NC_004059	4671
NC_019759	30787
NZ_CP013486	128112
NZ_CP014472	5820
NC_021732	20139
NZ_AP012556	194711
NZ_CP015356	101287
NG_048916	1056
NZ_CP010055	185052
NZ_CP012255	117795
NZ_CP009666	29838
NC_012266	30611
NC_008791	67721
NC_016853	48951
NZ_CP011641	199444
NZ_CP017079	67284
NC_002575	217594
NG_050122	1058
NZ_CP009146	1617037
NZ_CP014508	286935
NZ_CP007257	477915
NZ_LT667501	6126
NC_012263	26507
NZ_CP004324	5059
NZ_CP009222	30739
NZ_CP019444	84565
NZ_CP013550	414080
NZ_CP005780	5000
NC_010626	2908
NZ_CP006375	9393
NC_013852	102242
NG_050469	681
NZ_CP010570	7493
NC_025024	3672
NC_010873	2175
NC_022609	146695
NZ_CP004876	299843
NC_010098	2820
NZ_CP013059	80699
NZ_CP011864	44645
NZ_CP018682	113574
NZ_CP010378	59134
NC_007717	3972
NZ_CP015996	93029
NZ_CP004149	4937
NZ_CP012557	52336
NC_012718	141792
NC_017405	28797
NZ_CP014127	470301
NZ_CP015502	140874
NZ_CP014935	23149
NZ_CP009963	41440
NC_019221	6978
NZ_CP015739	409126
NZ_CP013668	37320
NZ_CP009363	55362
NC_017112	1815
NZ_CP019565	2473
NC_022608	9614
NC_013888	12197
NC_019774	97606
NZ_CP009878	51622
NZ_LN997843	812118
NZ_CP018105	67946
NZ_CP017782	264008
NC_012219	106981
NG_051319	1100
NC_002608	365425
NC_014496	79249
NC_012168	30663
NC_019894	39149
NZ_CP005902	1538
NZ_CP016526	261310
NZ_CP012628	6647
NZ_CP013166	3710
NG_050468	657
NZ_CP003916	23610
NZ_CP018325	64103
NC_019152	21138
NC_016780	10288
NC_020797	64118
NC_019692	10210
NC_013263	35909
NC_008436	3602
NC_022083	12207
NZ_CP018265	27055
NZ_CP013719	12006
NZ_LN999834	11828
NZ_CP014328	46566
NC_011760	22617
NZ_CP010949	5958
NC_021049	7499
NC_005248	8145
NZ_CP014649	133484
NC_017438	7480
NZ_CP016461	39932
NC_019346	66531
NC_025030	2099
NZ_CP004365	336138
NZ_CP004299	1985
NZ_CP004153	1586
NC_017725	27111
NZ_CP004262	2084
NZ_CP014921	13353
NC_011151	80610
NC_014007	190974
NZ_CP007556	38660
NZ_CP010387	43500
NC_017785	3308
NC_016748	13386
NZ_CP007068	1563772
NG_052167	437
NZ_CP014765	106559
NZ_CP014570	27417
NZ_CP006879	507254
NZ_AP017309	325675
NC_019076	5706
NZ_CP009778	15271
NC_013412	45057
NZ_CP004173	1384
NC_015066	3624
NZ_CP004174	1992
NC_019432	11676
NZ_CP004364	87176
NC_017035	5360
NC_010487	3565
NZ_CP004227	8727
NZ_CP010142	90974
NC_020132	165295
NZ_CP018826	4374
NC_020271	137728
NZ_CP011141	2089
NC_005242	11066
NC_020237	11951
NZ_CP011649	90452
NC_012556	324503
NZ_CP007733	80411
NC_019561	18787
NC_002132	2311
NZ_CP013810	33559
NC_003091	4975
NC_025152	69168
NC_006815	3208
NZ_CP014171	62831
NZ_CP005890	2426
NC_016138	123322
NC_017958	1126962
NC_011416	60555
NZ_CP005191	287488
NZ_CP007732	268334
NC_001771	5350
NC_013513	5575
NC_021076	39287
NG_048256	1920
NZ_CP015075	63544
NC_009471	37155
NZ_CP018932	97731
NC_013860	261596
NZ_CP015456	13697
NC_025010	3128
NZ_CP013520	501077
NZ_CP012909	267988
NC_021155	148711
NZ_LN831038	5141
NC_004950	10970
NZ_CP009254	7639
NC_016825	181431
NZ_CP009714	136983
NC_017719	8688
NC_000949	30223
NZ_CP010885	92495
NZ_CP016574	2246
NC_023321	2658
NZ_CP011249	194264
NZ_CP004201	2122
NC_017232	24675
NZ_CP016522	101723
NZ_CP016641	134689
NG_049305	1188
NZ_CP015361	6330
NC_010418	266785
NC_008118	100918
NG_048558	1812
NC_009701	68446
NC_013378	16775
NZ_CP012638	3904
NC_006869	9698
NC_002147	206479
NZ_CP014605	11779
NZ_CP017185	151583
NC_013122	117536
NZ_CP015608	58536
NC_003486	11354
NZ_CP018732	203385
NC_016635	1815
NC_014756	51014
NZ_CP013646	403746
NZ_CP006374	28258
NC_025161	4910
NC_017807	48515
NC_011248	35286
NZ_CP004166	12722
NZ_CP012963	124323
NZ_CP018366	94434
NC_011990	184668
NG_048331	1229
NC_008445	50237
NZ_CP016512	37697
NZ_CP010094	55460
NZ_CP014286	54205
NC_015952	191151
NC_023139	109815
NC_009517	2117
NC_008594	5299
NC_002630	36804
NC_007103	466370
NC_009130	51514
NT_187168	4651
NZ_CP011048	93905
NG_048196	1379
NC_017401	26498
NC_009794	5601
NC_011875	25791
NC_020212	3248
NC_019370	4950
NC_025157	1683
NZ_CP009883	331227
NC_002115	4457
NC_007182	81553
NZ_CP014660	9323
NC_016966	220824
NC_021989	9319
NC_022051	55803
NC_002799	4640
NZ_AP014955	3897
NZ_CP019001	272202
NZ_CP011128	5939
NC_019350	14419
NZ_CP007063	6309
NZ_CP006752	137727
NC_002364	1364
NC_013973	71487
NZ_CP017443	92583
NC_016976	170810
NZ_CP012995	41072
NZ_CP018621	44617
NC_008738	239623
NC_019266	45220
NC_017055	15099
NZ_LN681228	154559
NZ_CP013266	85174
NC_019364	118476
NZ_CP013181	6045
NZ_CP009169	4671
NC_004972	8288
NC_020823	17882
NZ_CP009567	158521
NZ_CP007768	3621
NC_012795	8867
NC_013331	28974
NC_017363	16029
NZ_LN554848	91951
NC_015916	24945
NC_017020	31974
NZ_CP004245	15097
NC_015701	19059
NC_023011	125764
NZ_CP015181	8208
NC_007968	41221
NZ_CP016524	37697
NZ_CP009582	46177
NG_050559	1022
NZ_CP005918	1182
NC_004652	7302
NC_002062	1883
NC_017236	20715
NC_013519	13648
NC_015919	55219
NC_019001	132842
NC_018985	5251
NZ_CP015609	22301
NZ_CP011338	14400
NG_047264	581
NC_012523	111160
NC_017435	7493
NG_048921	976
NC_013970	5297
NZ_CP014416	27098
NZ_CP015787	8307
NZ_CP012940	1932001
NZ_CP011518	633357
NG_051881	533
NG_048998	962
NG_048811	1346
NC_017159	9608
NC_011564	37560
NC_011877	58069
NC_005250	65009
NC_011991	130435
NC_025099	5031
NZ_CP013040	72750
NZ_CP013544	355825
NC_006959	3649
NC_009339	321253
NC_008502	29061
NG_050590	1061
NZ_CP014926	45296
NC_007349	36358
NZ_CP009649	140953
NZ_CP011655	109688
NC_019392	7553
NC_013503	42644
NC_025123	4903
NC_007170	2366
NZ_CP007575	12120
NC_006969	4367
NZ_CP011565	124256
NC_013334	39308
NZ_CP016040	4634
NC_025025	6898
NC_006366	59832
NZ_CP016283	117792
NC_003350	116580
NZ_CP005878	1231
NC_019112	86686
NC_010606	64366
NC_019327	20898
NC_021813	110363
NC_025104	70100
NC_014134	29616
NZ_CP014096	82822
NZ_CP009344	6824
NZ_CP018998	99006
NC_024994	7187
NC_008439	8401
NC_012439	53682
NZ_CP003719	32801
NZ_CP013044	42209
NC_006363	87093
NC_005229	119895
NC_010724	8689
NC_010500	6478
NZ_CP018255	17583
NC_020907	62881
NC_003455	4301
NZ_CP018338	202175
NC_019016	8321
NC_010982	32623
NZ_CP011138	5631
NZ_CP019133	1036
NC_016037	255866
NC_007800	14969
NC_015922	23029
NC_017658	6211
NZ_CP011293	32098
NC_009479	69989
NZ_CP012138	144188
NC_022910	30440
NC_019178	4613
NZ_CP009884	16636
NC_017858	47825
NZ_CP009562	120346
NZ_CP012867	67516
NC_021843	4675
NC_019176	4613
NZ_CP018986	6075
NZ_CP007767	47803
NZ_CP004192	4997
NC_019118	135423
NZ_CP009721	70305
NZ_CP017872	55122
NZ_CP019443	233802
NG_047741	710
NZ_CP018720	246757
NZ_CP004213	1063
NZ_CP010158	128612
NZ_CP018862	13482
NZ_CP005924	1063
NC_017335	4381
NC_014298	406285
NC_016643	36907
NZ_CP015882	1459374
NZ_CP010166	11518
NC_015407	1840
NZ_AP014867	130548
NG_047935	1685
NZ_CP012414	39335
NZ_AP014831	5251
NC_008444	3172
NZ_CP013954	24729
NC_019685	6361
NZ_CP017864	5209
NC_011408	5366
NZ_CP018963	54644
NG_050461	1536
NZ_CP015838	50899
NC_018636	7491
NZ_CP004207	1312
NC_015260	32501
NC_022875	49195
NC_017789	3137
NC_019019	1643
NC_013392	2422
NC_012509	30186
NZ_CP005774	7676
NC_014719	15970
NZ_CP012896	1401
NT_187137	14756
NZ_CP018734	47122
NZ_CP010011	7635
NC_012128	23419
NC_020394	233730
NC_018889	50100
NC_012527	324711
NC_014832	20542
NC_006140	14664
NZ_CP015788	23735
NC_004935	7965
NC_004721	15274
NZ_CP009529	39586
NZ_CP018997	4921
NZ_CP013617	2362
NC_017097	9005
NZ_CP013108	222756
NZ_CP013798	60078
NC_011793	23261
NZ_CP004254	6144
NZ_CP011413	33340
NC_013224	45263
NZ_CP017010	74424
NC_013453	17256
NC_008440	6361
NC_023055	28275
NZ_CP012916	819020
NZ_CP018989	85865
NC_013327	38087
NZ_CP014927	41255
NC_015912	21728
NC_004833	1488
NZ_CP008814	41610
NZ_CP011355	14894
NC_030916	56212
NC_011841	30652
NG_049123	1064
NT_187160	3697
NC_008486	1902
NZ_CP013559	351351
NZ_HG941720	4080
NC_013372	43807
NZ_CP004874	74480
NC_022105	35341
NC_011337	72792
NC_007706	3741
NZ_CP015111	298877
NZ_CP005687	13632
NC_020391	11331
NC_021231	113685
NC_012189	30134
NZ_CP009834	100990
NC_018659	88544
NC_024998	59534
NG_049977	1118
NC_017239	26626
NZ_CP016899	10453
NZ_CP017753	278189
NZ_CP009901	184436
NZ_CP004276	10376
NC_025129	2365
NZ_AP017306	2849
NZ_CP008812	27124
NZ_CP005761	15561
NG_050179	1061
NZ_LN824137	4715
NC_004969	3138
NC_023333	246176
NC_012150	30772
NZ_CP007703	183088
NZ_CP016331	13059
NZ_CP014966	208900
NC_010932	8108
NC_014838	793953
NT_187136	8914
NC_005322	8144
NG_047532	1046
NZ_CP011540	174066
NZ_CP017410	27923
NZ_CP009671	26498
NG_050193	961
NC_024983	309406
NZ_CP015784	30297
NZ_CP013748	12394
NZ_CP009317	179680
NC_021841	35297
NZ_CP014640	7504
NC_025146	265575
NZ_CP018144	77513
NC_023274	38403
NG_048807	1146
NC_012916	2699
NC_019887	11041
NZ_CP017043	65821
NZ_CP019287	3760
NZ_AP017307	2411
NZ_CP015239	125977
NG_050518	645
NC_010177	2446
NZ_CP011656	129196
NG_047232	665
NZ_CP019019	199671
NC_005325	3510
NZ_CP018108	5310
NC_021727	70170
NC_019564	12113
NC_007515	13762
NZ_CP015140	129154
NZ_CP012539	5826
NG_048148	1400
NC_015710	132038
NG_049467	822
NZ_CP015213	124345
NZ_HG977529	8047
NC_015392	7860
NZ_CP012272	30044
NC_006909	28012
NZ_CP012291	143870
NC_020916	28258
NZ_CP018943	6647
NZ_CP012189	47712
NC_013547	9897
NZ_CP012425	7576
NC_017762	23054
NZ_CP013170	2772
NC_018701	1664896
NZ_LN890334	19683
NC_025186	59228
NC_017444	2691
NZ_CP018172	166078
NZ_CP012574	39868
NZ_CP017425	64244
NZ_CP010410	508653
NZ_CP019140	244
NC_019047	34294
NC_004932	7607
NC_002473	8784
NC_023904	113622
NZ_CP012348	86650
NC_011654	12481
NC_016836	61880
NC_011405	2348
NZ_CP015836	136327
NZ_CP004236	3111
NG_047412	966
NC_019129	32447
NZ_CP015595	309964
NC_013344	44116
NC_004445	35904
NZ_CP005722	1034
NC_014409	4440
NC_005703	3476
NZ_CP012708	15605
NC_017124	1815
NC_013589	5159
NC_017802	2317
NZ_CP010903	66409
NZ_CP009994	36084
NZ_CP014819	5366
NZ_CP011569	3223
NZ_CP014178	94830
NC_019305	6450
NC_009140	176473
NC_018885	2062
NC_019082	51556
NC_014104	8439
NC_007950	338007
NZ_CP017128	24749
NC_014912	4215
NZ_CP009670	27320
NZ_CP012664	139976
NZ_CP009119	53970
NZ_CP014604	36128
NZ_CP016462	186489
NZ_CP010181	201930
NC_015517	177718
NG_048861	1226
NC_005323	4449
NZ_CP011294	57955
NC_010905	30157
NC_001570	3581
NZ_CP013633	447145
NC_019122	120524
NC_018749	100312
NC_010934	190861
NZ_CP013555	453545
NC_012989	38579
NC_005792	9328
NZ_CP016179	340942
NZ_CP005790	3628
NC_017580	91728
NC_019096	38611
NC_005909	32743
NC_013305	2415
NC_015632	14930
NC_019148	25961
NZ_CP009523	54381
NC_020249	77351
NG_048307	1361
NZ_AP012542	11154
NZ_CP004196	3258
NZ_CP013198	26182
NZ_CP014473	65774
NG_047603	833
NC_016046	60586
NZ_CP018253	95229
NZ_CP014597	315806
NZ_CP015305	7502
NC_011791	30270
NZ_CP013508	434334
NZ_CP010819	8883
NC_019318	62798
NC_014749	58717
NC_019424	69768
NZ_CP019579	49582
NC_013311	4439
NC_001787	2439
NC_006868	5198
NC_009131	65288
NC_020287	100749
NZ_CP009250	12274
NZ_CP019906	29168
NZ_CP012975	17307
NC_014508	32388
NZ_CP004272	2503
NC_013177	20534
NC_014731	339010
NZ_CP009276	54715
NC_005793	76958
NZ_AP017297	76302
NC_010633	65940
NC_019070	6790
NC_010850	117252
NC_008501	3361
NG_048922	1076
NG_047765	1421
NC_017147	49961
NC_011975	17016
NC_019125	108459
NZ_CP018880	9598
NC_007971	233720
NZ_CP016515	37697
NZ_CP016365	218458
NZ_CP015708	3302
NC_008763	9898
NC_019227	2062
NZ_CP014251	55521
NZ_CP010069	74956
NZ_CP015624	25275
NZ_CP009038	18869
NC_020959	7493
NC_012203	29418
NZ_CP010234	117266
NZ_CP013271	6108
NC_011776	3091
NC_021506	198965
NC_023385	3898
NZ_CP018096	534877
NC_008389	5824
NZ_CP006995	20451
NG_048188	1353
NZ_CP005792	3245
NZ_CP003953	62932
NZ_CP016941	120760
NC_003241	5584
NZ_CP010294	9614
NT_167352	6847
NC_002489	1286
NZ_CP012864	110330
NZ_AP014943	27490
NZ_CP011159	40581
NZ_CP005778	5811
NZ_CP011594	111395
NZ_CP004330	21534
NZ_CP006925	36109
NC_002139	4692
NZ_CP009563	80098
NZ_CP010162	4075
NZ_CP009332	82340
NZ_CP010454	2638
NZ_LN868939	2657929
NC_001571	3675
NZ_CP013507	314785
NZ_CP016897	86373
NZ_CP010159	6822
NZ_CP012855	48504
NC_023286	389676
NZ_CP013041	72549
NG_052317	992
NC_017228	29421
NC_014108	84653
NC_018995	91942
NC_009955	190506
NZ_CP011275	86054
NZ_CP017191	182571
NZ_CP009990	68552
NZ_CP007134	58666
NC_017848	77528
NC_010875	5030
NZ_CP014087	1706
NZ_CP018982	100168
NZ_CP019773	208528
NC_009621	1245408
NZ_CP015142	4072
NZ_CP009453	243437
NG_048543	845
NC_019533	3844
NZ_CP012742	4944
NC_017164	8041
NZ_CP016551	7395
NC_025176	112671
NZ_CP018462	32942
NC_004963	22688
NC_013859	537299
NZ_CP015616	179461
NC_022042	118164
NZ_CP015437	54976
NZ_LN606601	80028
NC_018878	501911
NC_010309	10820
NG_048897	950
NG_048539	839
NC_011994	44420
NZ_CP013618	3048
NC_011732	22636
NC_007715	10810
NZ_CP009989	99286
NG_047476	974
NZ_CP019329	180835
NZ_CP016485	13153
NC_009129	29854
NC_008713	300725
NG_050404	1298
NZ_CP014097	1585
NZ_CP016417	8734
NC_019010	27439
NC_021993	9914
NC_011893	40463
NC_001385	4448
NC_023313	3928
NC_011864	24159
NC_013742	2801
NC_010841	185462
NZ_CP018765	61042
NC_013381	42623
NC_011967	30324
NC_021908	512054
NC_002060	2287
NC_010919	45909
NC_020920	29585
NC_003353	4278
NC_014369	28150
NZ_CP005713	19465
NC_001384	4548
NC_014035	132962
NC_002149	9367
NC_010993	10107
NZ_CP008806	94645
NZ_CP010527	15174
NZ_CP005684	35663
NG_049010	905
NC_006977	4555
NZ_CP009437	3936
NC_012204	23914
NZ_CP010871	157294
NZ_CP011648	33610
NC_025124	4844
NC_012227	18181
NG_049104	1149
NC_019086	2699
NZ_CP016939	73034
NC_017211	8252
NC_010924	270082
NC_019139	2402
NG_047978	1430
NZ_CP011049	4938
NC_012720	141067
NZ_CP005758	17991
NC_005871	80033
NZ_CP010002	80285
NZ_CP009804	24272
NZ_CP005739	6875
NZ_CP015913	65888
NG_048200	1380
NZ_CP009835	71004
NC_019290	4102
NZ_CP014910	5759
NC_009496	16344
NC_012505	53849
NZ_CP016005	568203
NZ_CP014747	82007
NZ_CP012990	46161
NC_018634	7552
NC_013409	4704
NZ_CP014814	20156
NZ_CP012190	50420
NC_002092	1296
NC_019081	7995
NZ_CP011277	12514
NZ_CP010269	8109
NZ_LT546646	5396
NC_020289	2378
NZ_CP014804	11188
NC_017220	4233
NC_002253	7786
NC_002193	3826
NC_011385	75617
NZ_CP013820	188301
NZ_LN831028	11934
NC_025003	5933
NC_018511	7697
NZ_CP013713	53400
NZ_AP012545	26706
NC_011255	35315
NC_019397	213808
NC_011406	2520
NC_032103	105008
NC_019215	1293
NC_009344	8953
NZ_CP010246	71525
NZ_CP006800	103694
NZ_CP010161	3989
NG_050351	991
NZ_CP011866	17562
NC_012006	7560
NZ_CP012415	29784
NZ_CP005724	23739
NZ_CP014490	109910
NC_023152	846
NZ_CP019220	73952
NC_017812	9717
NZ_CP013191	106519
NC_015980	18715
NC_010936	4973
NZ_CP006927	142788
NC_018265	199075
NC_012552	3471
NZ_CP018451	90684
NC_020239	76490
NZ_CP012521	94752
NC_015054	35044
NZ_CP012188	73307
NG_050218	1061
NZ_CP015182	8291
NZ_CP009702	99285
NZ_CP016903	4008
NC_016827	37252
NC_015427	39648
NC_025139	144925
NC_002522	7610
NG_048037	1545
NC_019688	81693
NZ_CP004228	26730
NC_012191	18115
NC_024956	94587
NC_003080	14323
NC_012473	179680
NZ_CP018666	3223
NZ_CP013415	299296
NZ_CP017963	47824
NC_004345	1338
NC_019734	53213
NZ_CP016821	170002
NZ_CP007617	94756
NC_007763	184338
NZ_CP018466	42763
NZ_CP010109	71771
NZ_CP009647	11902
NZ_CP006904	40142
NZ_CP013134	28907
NZ_CP015299	7502
NZ_CP014126	90507
NC_021503	53021
NC_006826	5683
NZ_CP015786	17017
NZ_CP014612	46169
NC_019223	6129
NZ_CP018754	2114
NZ_CP014236	57463
NC_013858	628837
NC_019146	2690
NC_016939	15000
NC_011409	59393
NT_187161	3269
NZ_CP009346	14961
NC_008269	1123075
NZ_CP019909	85009
NC_010377	95499
NC_017213	2061
NZ_CP004883	14721
NC_019374	5903
NZ_CP013746	194226
NC_012202	54623
NZ_CP016088	2936
NC_008122	70299
NC_022227	3332
NZ_CP013436	45481
NC_019328	76232
NC_019763	300164
NC_018682	246023
NC_012252	30053
NC_021512	4270
NZ_CP004311	19884
NZ_CP017936	76186
NC_016113	1809491
NG_052259	755
NC_005211	274762
NZ_CP005708	8792
NG_050298	961
NC_018023	143623
NZ_CP013765	39331
NZ_CP013340	140936
NZ_CP010104	41959
NC_011737	197705
NC_012193	53686
NC_017282	43222
NZ_CP006369	436017
NZ_CP010353	4724
NC_010895	14841
NZ_CP009860	121385
NZ_CP015152	171171
NC_025121	9353
NC_011790	31266
NC_012105	30375
NC_017425	30804
NZ_CP017301	64544
NG_049189	741
NC_016140	2407
NC_018980	21165
NG_047769	1460
NC_019054	7339
NG_048046	524
NZ_CP006906	185364
NC_011605	5713
NC_013264	3070
NC_011341	10077
NZ_CP018736	63589
NZ_CP012659	41853
NZ_CP017986	244706
NZ_CP012496	34714
NZ_CP013300	17052
NZ_CP014627	18755
NZ_CP014350	182863
NZ_CP013613	69868
NZ_CP015388	89067
NC_013962	7737
NZ_CP005740	3561
NZ_CP009635	9797
NC_020182	9294
NZ_CP015985	57530
NZ_CP011987	74026
NZ_CP010877	1506
NC_013168	11263
NZ_CP006757	71507
NZ_CP013164	4039
NZ_CP016301	110967
NC_010160	23343
NZ_CP003717	30952
NG_047246	988
NC_019041	92077
NZ_CP007612	12003
NZ_LN681226	129882
NC_025013	8561
NZ_CP009039	58317
NZ_CP014810	56449
NC_023031	113866
NC_010728	7185
NC_008487	4091
NC_012152	30290
NZ_CP009797	43581
NC_023147	9669
NZ_CP015859	93544
NC_009469	88953
NC_007790	3125
NC_002121	1736
NZ_CP012991	3223
NZ_CP018471	62784
NZ_CP012010	36094
NC_008147	215075
NZ_CP010863	111292
NG_050471	648
NC_013544	8554
NC_013969	1365
NC_017153	68342
NC_006675	13223
NZ_CP010858	189941
NC_001832	6427
NZ_CP004180	1209
NC_009345	8401
NZ_CP014006	46161
NZ_AP014866	293217
NC_001391	3879
NG_047768	1460
NZ_CP018942	4063
NZ_CP015798	30433
NC_019077	3770
NZ_CP006583	323475
NC_009473	5629
NC_021718	303282
NC_019105	88505
NZ_CP011385	5532
NC_020250	11769
NC_017805	432699
NZ_CP011136	97864
NC_016814	144082
NZ_CP015174	4264
NZ_CP010960	19339
NZ_CP015914	129035
NC_011512	4840
NZ_CP016215	423017
NT_187144	2625
NZ_CP015297	7502
NC_013376	1552
NC_017117	191427
NZ_CP012265	151491
NC_019158	137813
NC_020525	7416
NZ_CP012964	114198
NC_019764	74236
NZ_CP013645	408857
NZ_CP010370	47274
NC_024991	28689
NZ_CP011850	180124
NC_011150	79251
NZ_CP013256	10611
NZ_CP016555	2075659
NZ_CP009688	5719
NZ_CP011395	59336
NC_005312	8124
NZ_CP010144	114159
NC_022885	145401
NZ_CP004208	1276
NC_012185	81995
NC_004849	8716
NZ_CP015141	82588
NC_020452	21880
NC_017324	1616209
NC_002061	1509
NZ_CP006572	7099
NG_047435	1016
NZ_CP013833	126302
NZ_CP011614	92095
NZ_CP017957	30542
NC_019353	3370
NC_010555	36289
NC_009958	86208
NZ_AP014707	85702
NC_007353	46557
NC_019247	3814
NG_047658	1466
NZ_CP009362	27491
NC_019797	1656
NZ_CP013346	151240
NC_020392	63864
NZ_CP013173	1903
NC_016588	295744
NC_015063	133486
NC_020131	8969
NZ_CP014431	27068
NZ_CP019310	78194
NZ_CP009018	64920
NC_019750	67557
NC_013937	22852
NC_020268	6212
NC_007675	184501
NZ_CP005895	1772
NZ_CP010149	199494
NZ_CP004871	46634
NZ_CP009568	3605
NZ_CP018797	58093
NC_019440	20025
NZ_CP004307	2483
NZ_CP005931	194170
NZ_CP019793	7492
NC_021623	173739
NZ_AP014828	37779
NZ_CP011852	51573
NZ_CP004185	1714
NC_023326	92447
NC_013304	20729
NZ_CP013554	431484
NZ_CP013691	90798
NZ_CP010351	398857
NZ_CP009597	181710
NC_008759	171866
NZ_CP008931	111693
NZ_CP014846	60711
NC_011143	382976
NC_017077	29781
NC_015905	30092
NZ_CP017772	20893
NC_022534	38222
NG_049468	822
NC_014913	8047
NZ_CP010008	2062
NZ_CP018748	27114
NZ_CP010136	55203
NG_050409	620
NC_019773	128780
NZ_CP010189	6038
NC_020157	177682
NG_048982	876
NC_010802	167422
NC_019284	47277
NG_047388	734
NZ_CP007177	27068
NZ_CP012913	5581
NZ_CP014997	81966
NZ_CP016508	2096
NZ_CP017059	171233
NC_008013	39794
NZ_CP012274	34283
NC_004669	66320
NC_002487	5847
NC_014732	194834
NC_019285	10795
NC_008382	151564
NZ_CP014254	52687
NZ_CP010530	405316
NC_010874	4335
NC_001275	5123
NC_016591	356263
NZ_CP014625	30007
NC_024990	27115
NZ_CP014684	36022
NZ_CP012108	7386
NC_004965	7212
NZ_CP010126	143617
NC_009141	182913
NZ_CP012863	357561
NZ_CP015090	188936
NC_010693	46159
NZ_CP009604	7300
NZ_CP016917	83925
NG_050265	1061
NZ_LN868940	15090
NC_010466	31463
NZ_CP013819	45767
NC_023282	93863
NC_012629	7506
NZ_CP013966	156086
NC_017643	65549
NZ_CP009916	3767
NC_014317	5611
NC_010310	15135
NZ_CP011829	229882
NC_003078	1683333
NZ_CP019910	68786
NC_019009	35508
NZ_CP012103	94695
NC_007293	4484
NG_047576	851
NZ_CP011867	16554
NZ_CP018268	24507
NC_010864	11661
NG_049043	1076
NZ_CP016936	88902
NC_019746	204466
NC_019175	4613
NC_021185	7577
NZ_CP004266	1276
NC_019217	58274
NC_001751	2135
NZ_CP010187	146575
NC_014563	165693
NZ_CP011356	7129
NG_050004	861
NZ_CP015505	34611
NZ_CP014443	27079
NC_025014	2154
NZ_CP015321	7607
NZ_CP011019	207265
NC_009037	16762
NZ_CP016925	63291
NC_019091	27072
NZ_CP013487	286750
NZ_CP009065	25184
NC_025188	13053
NZ_CP019068	276813
NC_016817	302599
NC_018606	57800
NZ_CP015231	1256329
NC_014841	318111
NC_017479	44581
NC_014154	45943
NC_001773	3444
NG_047694	645
NC_001850	24177
NZ_CP016080	474413
NC_019115	65030
NG_049047	876
NZ_CP009871	74349
NC_005815	106642
NZ_CP005765	13139
NC_012133	27732
NC_011656	45173
NG_048999	962
NC_017485	5543
NZ_CP008991	64920
NZ_CP019141	451
NC_015181	12125
NC_007960	188318
NC_002106	7220
NC_022901	36892
NZ_CP009783	70305
NC_008050	3303
NC_017780	15552
NC_008760	143747
NC_016859	8688
NC_023329	104399
NC_022778	58369
NC_008607	202397
NZ_CP012494	96228
NZ_CP009667	29767
NC_005241	452156
NZ_CP014085	811
NC_002127	3306
NC_020277	59731
NZ_CP011408	51383
NZ_CP014515	135614
NC_018022	615278
NC_001315	1921
NC_023325	6747
NC_016839	105974
NC_023908	137538
NZ_CP010001	82303
NZ_CP011062	255368
NZ_CP018330	21512
NZ_CP013294	5558
NC_004997	4013
NC_012188	15386
NC_019049	4012
NC_012548	1815
NC_018675	40165
NC_001757	5113
NC_019790	75245
NZ_LN824135	118323
NZ_CP005085	520614
NZ_CP011988	13841
NC_019957	394147
NZ_CP016946	73029
NZ_CP010532	116496
NZ_CP012564	88800
NZ_CP005785	4338
NC_019313	298356
NZ_CP013516	506687
NZ_CP015201	11450
NC_010474	186459
NG_048980	876
NC_004774	19934
NZ_CP011432	5093
NC_015184	601551
NC_017507	187465
NC_013176	76494
NC_020565	32184
NC_018686	183210
NZ_CP013834	62183
NZ_CP011920	191945
NC_013505	25652
NZ_CP009061	25221
NZ_CP009055	37571
NZ_CP017771	21419
NZ_CP012563	36889
NZ_CP014000	15918
NC_022242	28466
NZ_CP015143	1549
NZ_CP013858	12219
NZ_CP008996	33703
NC_017106	3204
NC_023142	68752
NG_047441	1016
NC_018689	429674
NC_003140	24653
NC_011207	7621
NC_014919	3225
NC_022271	89003
NZ_CP016288	247808
NC_019143	2367
NZ_CP005773	7716
NZ_CP013515	488795
NC_019156	15101
NC_010021	2749
NC_020548	737589
NG_048036	533
NC_018026	26923
NC_012269	8696
NC_017385	242715
NZ_CP014440	27079
NZ_CP010320	94810
NG_050489	645
NG_052236	980
NZ_CP016454	49737
NZ_CP007513	577809
NC_019132	4775
NC_015956	11704
NZ_CP004316	74914
NZ_CP018767	26856
NZ_CP009023	26933
NC_002650	3649
NZ_CP004242	1631
NG_050546	657
NZ_CP016520	92323
NZ_CP015169	259464
NZ_CP009845	69199
NC_018287	78238
NZ_CP009213	26561
NC_004041	371254
NZ_CP009646	4602
NC_008275	107929
NZ_CP018827	259837
NC_019071	70382
NG_047655	1460
NZ_CP013045	14060
NC_004554	1346
NZ_CP004308	2906
NZ_CP005688	30302
NC_011585	8729
NC_018984	30301
NZ_CP018277	5623
NC_013541	2140
NC_024976	89503
NZ_CP015248	21983
NC_011792	33534
NZ_CP007554	505931
NZ_CP018709	73019
NZ_CP014425	27068
NZ_CP006582	193835
NC_020420	11650
NC_011499	10225
NC_013303	20653
NC_010695	9299
NZ_HG916855	1932030
