	target name	taccession	query name	qaccession	fE-value	fscore	fbias	dE-value	dscore	dbias	exp	reg	clu	ov	env	dom	rep	inc	description of target	qlen	plasmid ID
160	TEM	RF0126	ref|YP_001928075.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TEM-1 (plasmid) [Klebsiella pneumoniae]	286.0	NC_010726
162	ClassD	RF0056	ref|YP_001928076.1|	-	7.699999999999999e-68	221.3	0.0	8.899999999999998e-68	221.1	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	OXA-9 (plasmid) [Klebsiella pneumoniae]	279.0	NC_010726
163	ANT3	RF0027	ref|YP_001928077.1|	-	3.799999999999999e-167	547.0	1.1	4.299999999999999e-167	546.8	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	adenylyltranferase (plasmid) [Klebsiella pneumoniae]	262.0	NC_010726
165	AAC6-Ib	RF0005	ref|YP_001928078.1|	-	4.8999999999999984e-133	433.2	0.1	5.599999999999999e-133	433.0	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AAC(6')-Ib (plasmid) [Klebsiella pneumoniae]	201.0	NC_010726
166	ClassD	RF0056	ref|YP_001928079.1|	-	7.699999999999999e-68	221.3	0.0	8.899999999999998e-68	221.1	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	OXA-9 (plasmid) [Klebsiella pneumoniae]	279.0	NC_010726
167	ANT3	RF0027	ref|YP_001928080.1|	-	3.799999999999999e-167	547.0	1.1	4.299999999999999e-167	546.8	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	adenylyltranferase (plasmid) [Klebsiella pneumoniae]	262.0	NC_010726
169	AAC6-Ib	RF0005	ref|YP_001928081.1|	-	4.8999999999999984e-133	433.2	0.1	5.599999999999999e-133	433.0	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AAC(6')-Ib (plasmid) [Klebsiella pneumoniae]	201.0	NC_010726
170	APH3'	RF0173	ref|YP_424819.1|	-	2.899999999999999e-112	367.4	0.3	3.2999999999999987e-112	367.3	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside 3'-phosphotransferase (plasmid) [Escherichia coli]	261.0	NC_007635
172	APH3''	RF0172	ref|NP_054472.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	streptomycin kinase (plasmid) [Pasteurella multocida]	267.0	NC_001774
174	TEM	RF0126	ref|YP_001965403.1|	-	4.399999999999998e-205	672.1	0.0	4.899999999999998e-205	672.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Escherichia coli]	286.0	NC_010862
176	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	ref|YP_001965780.1|	-	4.7999999999999975e-198	650.4	2.6	5.599999999999997e-198	650.2	2.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	cmy-8 (plasmid) [Klebsiella pneumoniae]	382.0	NC_010870
178	ANT3	RF0027	ref|YP_001965793.1|	-	2.899999999999999e-168	550.7	0.8	3.199999999999999e-168	550.5	0.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aadA2 (plasmid) [Klebsiella pneumoniae]	272.0	NC_010870
180	Chlor_Acetyltrans_CAT	RF0050	ref|YP_001965795.1|	-	1.3e-50	164.9	0.0	1.5999999999999998e-50	164.7	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	catB2 (plasmid) [Klebsiella pneumoniae]	210.0	NC_010870
181	CTXM	RF0059	ref|YP_001965928.1|	-	4.699999999999998e-193	632.8	4.5	5.199999999999998e-193	632.6	4.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	CTX-M-3 extended-spectrum beta-lactamase (plasmid) [Klebsiella pneumoniae]	291.0	NC_010870
183	TetD	RF0130	ref|YP_001966176.1|	-	1.3999999999999993e-269	886.3	34.1	1.599999999999999e-269	886.1	34.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetD (plasmid) [Klebsiella pneumoniae]	394.0	NC_010886
186	APH3''	RF0172	ref|YP_001966217.1|	-	2.6e-124	406.8	0.4	2.8999999999999994e-124	406.6	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	strA streptomycin phosphotransferase (plasmid) [Klebsiella pneumoniae]	205.0	NC_010886
188	APH6	RF0034	ref|YP_001966218.1|	-	8.799999999999998e-150	490.7	1.5	9.699999999999997e-150	490.6	1.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	strB streptomycin phosphotransferase (plasmid) [Klebsiella pneumoniae]	278.0	NC_010886
189	Chlor_Acetyltrans_CAT	RF0050	ref|YP_001966224.1|	-	7.799999999999998e-89	289.9	0.3	8.699999999999997e-89	289.8	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	CatA2 chloramphenical acetyltransferase II (plasmid) [Klebsiella pneumoniae]	213.0	NC_010886
190	SHV-LEN	RF0119	ref|YP_001966240.1|	-	8.499999999999995e-204	667.9	2.5	9.499999999999995e-204	667.7	2.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	blaSHV2A extended spectrum beta-lactamase SHV-2 (plasmid) [Klebsiella pneumoniae]	286.0	NC_010886
192	AAC3	RF0002	ref|YP_001966247.1|	-	3.3999999999999996e-146	478.6	0.4	3.899999999999999e-146	478.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AacC2 aminoglycoside acetyltransferase (plasmid) [Klebsiella pneumoniae]	286.0	NC_010886
193	ClassA	RF0053	ref|YP_001966253.1|	-	1.4999999999999997e-111	364.9	0.0	1.6999999999999996e-111	364.7	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase (plasmid) [Klebsiella pneumoniae]	285.0	NC_010886
194	Qnr	RF0113	ref|YP_001966255.1|	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrS quinolone resistance protein (plasmid) [Klebsiella pneumoniae]	218.0	NC_010886
195	Chlor_Acetyltrans_CAT	RF0050	ref|YP_001966860.1|	-	2.1999999999999994e-89	291.7	0.2	2.3999999999999998e-89	291.6	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	chloramphenicol aminotransferase (plasmid) [Aeromonas hydrophila]	213.0	NC_010919
196	ANT3	RF0027	ref|YP_001966864.1|	-	6.399999999999998e-168	549.5	0.9	7.199999999999997e-168	549.4	0.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside resistance protein (plasmid) [Aeromonas hydrophila]	263.0	NC_010919
198	tet_ribosomoal_protect	RF0135	ref|YP_001967743.1|	-	9.499999999999995e-288	948.6	5.5	1.0999999999999994e-287	948.4	5.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ribosomal protection-like tetracycline resistance protein (plasmid) [Clostridium perfringens]	652.0	NC_010937
199	vanZ	RF0160	ref|YP_001974793.1|	-	3.1999999999999993e-103	335.5	18.6	3.5999999999999993e-103	335.3	18.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	teicoplanin resistance protein (plasmid) [Enterococcus faecium]	161.0	NC_010980
200	vanY	RF0159	ref|YP_001974794.1|	-	7.499999999999998e-129	422.4	4.2	9.399999999999996e-129	422.1	4.2	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VanY protein (plasmid) [Enterococcus faecium]	303.0	NC_010980
201	vanX	RF0158	ref|YP_001974795.1|	-	6.399999999999998e-117	381.3	0.1	7.099999999999998e-117	381.1	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VanX protein (plasmid) [Enterococcus faecium]	202.0	NC_010980
202	vanA	RF0149	ref|YP_001974796.1|	-	8.899999999999995e-245	803.8	0.8	9.899999999999995e-245	803.6	0.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VanA protein (plasmid) [Enterococcus faecium]	343.0	NC_010980
203	vanH	RF0153	ref|YP_001974797.1|	-	2.2999999999999988e-196	644.0	0.7	2.499999999999999e-196	643.9	0.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VanH protein (plasmid) [Enterococcus faecium]	322.0	NC_010980
204	vanS	RF0155	ref|YP_001974798.1|	-	9.199999999999997e-148	485.0	6.4	9.999999999999997e-148	484.8	6.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VanS protein (plasmid) [Enterococcus faecium]	384.0	NC_010980
205	vanR	RF0154	ref|YP_001974799.1|	-	1.1999999999999997e-107	351.6	1.4	1.2999999999999996e-107	351.4	1.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VanR protein (plasmid) [Enterococcus faecium]	231.0	NC_010980
206	vanR	RF0154	ref|YP_002128396.1|	-	1.1999999999999997e-107	351.6	1.4	1.2999999999999996e-107	351.4	1.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VanR protein (plasmid) [Enterococcus faecium]	231.0	NC_011140
207	vanS	RF0155	ref|YP_002128397.1|	-	9.199999999999997e-148	485.0	6.4	9.999999999999997e-148	484.8	6.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	histidine kinase (plasmid) [Enterococcus faecium]	384.0	NC_011140
208	vanH	RF0153	ref|YP_002128398.1|	-	2.2999999999999988e-196	644.0	0.7	2.499999999999999e-196	643.9	0.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VanH protein (plasmid) [Enterococcus faecium]	322.0	NC_011140
209	vanA	RF0149	ref|YP_002128399.1|	-	8.899999999999995e-245	803.8	0.8	9.899999999999995e-245	803.6	0.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	D-alanine--D-lactate ligase (plasmid) [Enterococcus faecium]	343.0	NC_011140
210	vanX	RF0158	ref|YP_002128400.1|	-	6.399999999999998e-117	381.3	0.1	7.099999999999998e-117	381.1	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	VanX protein (plasmid) [Enterococcus faecium]	202.0	NC_011140
211	vanY	RF0159	ref|YP_002128401.1|	-	7.499999999999998e-129	422.4	4.2	9.399999999999996e-129	422.1	4.2	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	serine-type D-Ala-D-Ala carboxypeptidasen (plasmid) [Enterococcus faecium]	303.0	NC_011140
212	vanZ	RF0160	ref|YP_002128402.1|	-	3.1999999999999993e-103	335.5	18.6	3.5999999999999993e-103	335.3	18.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	teicoplanin resistance protein (plasmid) [Enterococcus faecium]	161.0	NC_011140
213	Qnr	RF0113	ref|YP_002221301.1|	-	5.499999999999998e-122	398.3	9.2	6.099999999999998e-122	398.1	9.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	quinolone resistance protein (plasmid) [Aeromonas hydrophila]	218.0	NC_011207
214	APH3	RF0033	ref|YP_002274416.1|	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	bifunctional AAC/APH (plasmid) [Enterococcus faecium]	479.0	NC_011364
215	APH3''	RF0172	ref|YP_002286765.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	streptomycin phosphotransferase (plasmid) [Pasteurella multocida]	267.0	NC_011378
217	APH6	RF0034	ref|YP_002286766.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	streptomycin phosphotransferase (plasmid) [Pasteurella multocida]	278.0	NC_011378
218	Chlor_Efflux_Pump	RF0051	ref|YP_002286768.1|	-	2.4999999999999992e-169	556.5	48.1	2.799999999999999e-169	556.3	48.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	phenicol exporter (plasmid) [Pasteurella multocida]	404.0	NC_011378
219	tet_MFS_efflux	RF0134	ref|NP_863350.1|	-	8.499999999999998e-113	370.0	31.8	9.599999999999998e-113	369.8	31.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TetL transporter (plasmid) [Enterococcus faecalis]	458.0	NC_005013
221	blaR1	RF0043	ref|YP_001687764.1|	-	0.0	1303.1	60.9	0.0	1303.0	60.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	putative beta-lactamase regulatory protein (plasmid) [Staphylococcus aureus]	593.0	NC_002517
222	Chlor_Acetyltrans_CAT	RF0050	ref|YP_232727.1|	-	5.099999999999999e-92	300.3	12.4	5.699999999999999e-92	300.2	12.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	hypothetical protein pC221_003 (plasmid) [Staphylococcus aureus]	215.0	NC_006977
223	Chlor_Acetyltrans_CAT	RF0050	ref|YP_002302327.1|	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	chloramphenicol acetyltransferase (plasmid) [Neisseria gonorrhoeae]	219.0	NC_011521
224	ABC_efflux	RF0007	ref|YP_002332257.1|	-	3.3e-78	256.4	7.2	1.9999999999999997e-72	237.3	4.4	2.3	2.0	1.0	0.0	2.0	2.0	0.0	0.0	VgaA (plasmid) [Staphylococcus aureus]	522.0	NC_011605
225	AAC6-Ib	RF0005	ref|YP_002332851.1|	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside acetyltransferase (plasmid) [Klebsiella pneumoniae]	199.0	NC_011617
226	Qnr	RF0113	ref|YP_002332855.1|	-	8.599999999999998e-136	443.4	12.0	9.599999999999998e-136	443.3	12.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrA1 (plasmid) [Klebsiella pneumoniae]	218.0	NC_011617
227	CTXM	RF0059	ref|YP_002332867.1|	-	1.6999999999999993e-191	627.7	4.5	1.8999999999999993e-191	627.5	4.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase CTX-M-24 (plasmid) [Klebsiella pneumoniae]	291.0	NC_011617
229	TetA	RF0127	ref|YP_002332890.1|	-	6.099999999999998e-210	689.9	25.6	6.799999999999998e-210	689.7	25.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetracycline resistance protein (plasmid) [Klebsiella pneumoniae]	399.0	NC_011617
232	vanR	RF0154	ref|YP_002333390.1|	-	5.199999999999999e-91	297.1	0.1	5.899999999999999e-91	296.9	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	regulatory protein VanR (plasmid) [Enterococcus faecalis]	219.0	NC_011642
233	vanS	RF0155	ref|YP_002333391.1|	-	1.7999999999999995e-160	526.9	0.4	1.9999999999999993e-160	526.7	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	sensor protein VanS (plasmid) [Enterococcus faecalis]	447.0	NC_011642
234	vanY	RF0159	ref|YP_002333392.1|	-	6.8e-114	373.3	0.1	1.0999999999999997e-113	372.7	0.1	1.3	1.0	1.0	0.0	1.0	1.0	1.0	1.0	protein VanY (plasmid) [Enterococcus faecalis]	268.0	NC_011642
235	vanW	RF0157	ref|YP_002333393.1|	-	5.599999999999998e-171	560.0	0.1	6.299999999999998e-171	559.8	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	vancomycin B-type resistance protein VanW (plasmid) [Enterococcus faecalis]	275.0	NC_011642
236	vanH	RF0153	ref|YP_002333394.1|	-	3.7999999999999987e-197	646.6	0.6	4.1999999999999976e-197	646.4	0.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	vancomycin resistance protein VanH (plasmid) [Enterococcus faecalis]	323.0	NC_011642
237	vanB	RF0150	ref|YP_002333395.1|	-	2.399999999999999e-246	809.0	0.3	2.5999999999999983e-246	808.8	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	D-alanine--D-lactate ligase (plasmid) [Enterococcus faecalis]	342.0	NC_011642
238	vanX	RF0158	ref|YP_002333396.1|	-	3.0999999999999996e-116	379.0	0.1	3.399999999999999e-116	378.9	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	vancomycin B-type resistance protein VanX (plasmid) [Enterococcus faecalis]	202.0	NC_011642
239	TetA-B	RF0128	ref|YP_002456172.1|	-	6.899999999999998e-278	913.8	30.6	7.699999999999995e-278	913.6	30.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetracycline resistance protein A (plasmid) [Escherichia coli]	401.0	NC_011812
242	msbA	RF0107	ref|YP_002527499.1|	-	3.5999999999999986e-211	695.1	2.5	1.8e-108	356.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	Salmochelin siderophore ATP-binding cassette IroC (plasmid) [Escherichia coli]	1261.0	NC_011964
244	TetA	RF0127	ref|YP_002527531.1|	-	2.0999999999999995e-214	704.6	23.6	2.399999999999999e-214	704.4	23.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetracycline efflux protein TetA (plasmid) [Escherichia coli]	424.0	NC_011964
247	APH3''	RF0172	ref|YP_002527539.1|	-	2.6e-124	406.8	0.4	2.8999999999999994e-124	406.6	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside resistance protein StrA (plasmid) [Escherichia coli]	205.0	NC_011964
249	APH6	RF0034	ref|YP_002527540.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside resistance protein StrB (plasmid) [Escherichia coli]	278.0	NC_011964
250	ANT3	RF0027	ref|YP_002527543.1|	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside resistance protein (plasmid) [Escherichia coli]	263.0	NC_011964
252	GES	RF0076	ref|YP_002563154.1|	-	8.799999999999995e-207	677.8	0.5	9.899999999999997e-207	677.7	0.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase GES-5 (plasmid) [Enterobacter cloacae]	287.0	NC_012006
254	APH3''	RF0172	ref|YP_002650688.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrA (plasmid) [Pasteurella multocida]	267.0	NC_012215
256	TetM-TetW-TetO-TetS	RF0133	ref|YP_002650692.1|	-	0.0	1221.6	0.2	0.0	1221.5	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Tet(O) (plasmid) [Pasteurella multocida]	639.0	NC_012216
258	ABC_efflux	RF0007	ref|YP_002756567.1|	-	9.999999999999999e-84	274.6	0.9	1.6999999999999995e-83	273.9	0.9	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	hemolysin transport protein (plasmid) [Escherichia coli]	706.0	NC_012487
259	ANT	RF0166	ref|YP_002790916.1|	-	3.399999999999999e-80	262.1	0.0	3.799999999999999e-80	261.9	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside adenyltransferase AadD (plasmid) [Staphylococcus aureus]	256.0	NC_012547
260	APH3	RF0033	ref|YP_002790939.1|	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	bifunctional aminoglycoside modifying enzyme AacA-AphD (plasmid) [Staphylococcus aureus]	479.0	NC_012547
261	TEM	RF0126	ref|YP_002791681.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase TEM-1 (plasmid) [Enterobacter cloacae]	286.0	NC_012556
263	TetD	RF0130	ref|YP_002791698.1|	-	1.3999999999999993e-269	886.3	34.1	1.599999999999999e-269	886.1	34.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TetA (plasmid) [Enterobacter cloacae]	394.0	NC_012556
266	AAC6-Ib	RF0005	ref|YP_002791702.1|	-	2.2999999999999992e-133	434.3	0.1	2.5999999999999995e-133	434.1	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aac6 (plasmid) [Enterobacter cloacae]	209.0	NC_012556
267	IMP	RF0080	ref|YP_002791709.1|	-	1.9999999999999995e-165	540.8	2.0	2.1999999999999994e-165	540.6	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	BlaIMP-8 (plasmid) [Enterobacter cloacae]	246.0	NC_012556
271	AAC6-Ib	RF0005	ref|YP_002791710.1|	-	3.599999999999999e-133	433.6	0.1	3.9999999999999995e-133	433.5	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AacA4 (plasmid) [Enterobacter cloacae]	184.0	NC_012556
272	Chlor_Acetyltrans_CAT	RF0050	ref|YP_002791711.1|	-	2.5e-53	173.8	0.0	3.1999999999999996e-53	173.5	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	CatB3 (plasmid) [Enterobacter cloacae]	210.0	NC_012556
273	Qnr	RF0113	ref|YP_002791715.1|	-	5.599999999999999e-114	372.1	7.1	6.099999999999998e-114	372.0	7.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrB2 (plasmid) [Enterobacter cloacae]	214.0	NC_012556
274	APH6	RF0034	ref|YP_002791720.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrB (plasmid) [Enterobacter cloacae]	278.0	NC_012556
275	APH3	RF0033	ref|YP_002791754.1|	-	5.799999999999998e-146	477.7	0.0	6.599999999999998e-146	477.5	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aph (plasmid) [Enterobacter cloacae]	271.0	NC_012556
277	Chlor_Acetyltrans_CAT	RF0050	ref|YP_002791810.1|	-	7.799999999999998e-89	289.9	0.3	8.699999999999997e-89	289.8	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	CatA2 (plasmid) [Enterobacter cloacae]	213.0	NC_012556
278	SHV-LEN	RF0119	ref|YP_002791817.1|	-	8.199999999999996e-204	667.9	2.6	9.199999999999995e-204	667.8	2.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	BlaSHV-12 (plasmid) [Enterobacter cloacae]	286.0	NC_012556
280	AAC3	RF0002	ref|YP_002791832.1|	-	1.7999999999999996e-128	420.4	0.1	1.9999999999999993e-128	420.3	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aac3 (plasmid) [Enterobacter cloacae]	269.0	NC_012556
281	ErmB	RF0070	ref|YP_002842047.1|	-	1.1999999999999995e-173	568.1	16.3	1.2999999999999997e-173	567.9	16.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ErmB (plasmid) [Lactobacillus plantarum]	245.0	NC_012628
283	Chlor_Efflux_Pump	RF0051	ref|YP_002891083.1|	-	1.5999999999999997e-169	557.1	48.8	1.7999999999999994e-169	556.9	48.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	FloR (plasmid) [Escherichia coli]	404.0	NC_012690
284	TetA	RF0127	ref|YP_002891086.1|	-	3.099999999999999e-214	704.0	22.7	3.499999999999999e-214	703.9	22.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TetA (plasmid) [Escherichia coli]	424.0	NC_012690
287	APH6	RF0034	ref|YP_002891089.1|	-	4.899999999999999e-149	488.3	1.7	5.3999999999999985e-149	488.1	1.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrB (plasmid) [Escherichia coli]	276.0	NC_012690
288	APH3''	RF0172	ref|YP_002891090.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrA (plasmid) [Escherichia coli]	267.0	NC_012690
290	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	ref|YP_002891116.1|	-	2.6999999999999992e-238	782.9	2.2	3.099999999999998e-238	782.7	2.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase (plasmid) [Escherichia coli]	381.0	NC_012690
292	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	ref|YP_002891124.1|	-	3.599999999999998e-238	782.5	2.2	4.0999999999999974e-238	782.3	2.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase (plasmid) [Escherichia coli]	409.0	NC_012690
294	ANT3	RF0027	ref|YP_002891157.1|	-	2.5999999999999995e-162	531.2	1.0	2.999999999999999e-162	531.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside resistance protein (plasmid) [Escherichia coli]	280.0	NC_012690
296	AAC3	RF0002	ref|YP_002891158.1|	-	2.5999999999999997e-138	452.7	1.8	2.9999999999999995e-138	452.5	1.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AacC (plasmid) [Escherichia coli]	300.0	NC_012690
297	APH3	RF0033	ref|YP_002891173.1|	-	1.1999999999999996e-146	479.9	0.0	1.3e-146	479.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	KanR (plasmid) [Escherichia coli]	271.0	NC_012690
299	TEM	RF0126	ref|YP_002891180.1|	-	3.999999999999999e-197	646.0	0.0	4.699999999999997e-197	645.7	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AmpR (plasmid) [Escherichia coli]	278.0	NC_012690
301	Chlor_Efflux_Pump	RF0051	ref|YP_002894387.1|	-	3.499999999999999e-169	556.0	48.9	3.8999999999999986e-169	555.8	48.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	FloR (plasmid) [Escherichia coli]	404.0	NC_012692
302	TetA	RF0127	ref|YP_002894390.1|	-	3.099999999999999e-214	704.0	22.7	3.499999999999999e-214	703.9	22.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	hypothetical protein pAR060302_0043 (plasmid) [Escherichia coli]	424.0	NC_012692
305	APH6	RF0034	ref|YP_002894393.1|	-	4.899999999999999e-149	488.3	1.7	5.3999999999999985e-149	488.1	1.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrB (plasmid) [Escherichia coli]	276.0	NC_012692
306	APH3''	RF0172	ref|YP_002894394.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrA (plasmid) [Escherichia coli]	267.0	NC_012692
308	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	ref|YP_002894430.1|	-	2.6999999999999992e-238	782.9	2.2	3.099999999999998e-238	782.7	2.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase (plasmid) [Escherichia coli]	381.0	NC_012692
310	ANT3	RF0027	ref|YP_002894485.1|	-	1.7999999999999992e-168	551.4	1.1	2.0999999999999992e-168	551.1	1.1	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside resistance protein (plasmid) [Escherichia coli]	335.0	NC_012692
