locus	CDS
NC_017151	59
NC_017106	4
NC_017107	3
NC_017152	1
NC_022533	21
NC_022534	43
NC_017117	180
NC_017126	173
NC_017127	59
NC_017145	4
NC_017128	3
NC_017129	1
NC_013940	286
NC_015517	138
NZ_CP017579	36
NZ_CP016875	63
NZ_CP015165	53
NZ_CP015166	44
NZ_CP015167	50
NZ_CP015169	262
NZ_CP015170	112
NZ_CP015171	29
NZ_CP016871	63
NZ_CP016869	62
NC_018421	213
NC_018423	72
NC_018422	50
NZ_CP015177	212
NZ_CP015178	5
NZ_CP015179	67
NZ_CP015180	76
NZ_CP015181	9
NZ_CP015182	8
NZ_CP017600	36
NZ_CP017127	40
NZ_CP017128	35
NZ_CP017129	35
NZ_CP017130	19
NZ_CP017131	25
NZ_CP017132	18
NZ_CP017133	14
NZ_CP017134	17
NZ_CP017135	18
NZ_CP017136	17
NZ_CP017137	28
NZ_CP017138	34
NZ_CP017139	6
NZ_CP017140	68
NZ_CP014675	265
NZ_CP014676	119
NZ_CP014677	156
NZ_CP014678	22
NZ_CP014679	37
NZ_CP014680	35
NZ_CP014682	153
NZ_CP014683	101
NZ_CP014684	35
NZ_CP014685	16
NZ_CP014686	12
NC_018580	159
NC_018582	95
NC_018583	169
NZ_CP017645	103
NZ_CP017651	93
NZ_CP017643	92
NZ_CP017655	95
NZ_CP017649	141
NZ_CP017657	115
NZ_CP017653	93
NZ_CP017647	99
NZ_CP017017	9
NC_002608	338
NC_001869	187
NC_010008	7
NC_010009	8
NC_010010	23
NC_004604	47
NC_014025	68
NC_014031	85
NC_014023	157
NZ_CP007453	735
NZ_CP017189	28
NZ_CP017753	231
NZ_CP017750	487
NZ_CP017191	175
NZ_CP017192	48
NZ_CP017193	22
NC_008537	158
NC_008538	110
NC_008539	100
NZ_CP017756	157
NZ_CP017709	11
NZ_CP017710	2
NZ_CP014353	2
NZ_CP011133	326
NC_018532	210
NC_009453	111
NZ_CP017782	263
NZ_CP017783	21
NZ_CP017784	19
NZ_CP017832	147
NZ_CP017833	6
NZ_CP017776	55
NZ_CP004147	7
NZ_CP004148	15
NZ_CP004149	7
NZ_CP004150	11
NZ_CP004151	10
NZ_CP004152	6
NZ_CP004153	2
NZ_CP004154	135
NZ_CP004155	1
NZ_CP004156	5
NZ_CP004157	3
NZ_CP004158	22
NZ_CP004159	9
NZ_CP004160	22
NZ_CP004161	8
NZ_CP004162	6
NZ_CP004163	6
NZ_CP004164	28
NZ_CP004165	5
NZ_CP004166	9
NZ_CP004167	8
NZ_CP004168	34
NZ_CP004169	1
NZ_CP004170	1
NZ_CP004171	1
NZ_CP004172	1
NZ_CP004173	2
NZ_CP004174	3
NZ_CP004175	2
NZ_CP004176	6
NZ_CP004177	2
NZ_CP004178	3
NZ_CP004179	3
NZ_CP004180	1
NZ_CP004181	1
NZ_CP004182	5
NZ_CP004183	5
NZ_CP004184	5
NZ_CP004185	1
NZ_CP004186	5
NZ_CP004187	16
NZ_CP004188	4
NZ_CP004189	15
NZ_CP004190	6
NZ_CP004191	5
NZ_CP004192	5
NZ_CP004193	2
NZ_CP004194	2
NZ_CP004195	2
NZ_CP004196	5
NZ_CP004197	5
NZ_CP004198	4
NZ_CP004199	5
NZ_CP004200	4
NZ_CP004201	3
NZ_CP004202	2
NZ_CP004203	2
NZ_CP004204	1
NZ_CP004205	2
NZ_CP004206	1
NZ_CP004207	1
NZ_CP004208	2
NZ_CP004209	1
NZ_CP004210	1
NZ_CP004211	2
NZ_CP004212	1
NZ_CP004213	1
NZ_CP004214	1
NZ_CP004215	1
NZ_CP004216	1
NZ_CP017771	20
NZ_CP017772	20
NZ_CP017773	81
NZ_CP005746	124
NZ_CP005747	37
NZ_CP005748	35
NZ_CP005749	28
NZ_CP005750	30
NZ_CP005751	25
NZ_CP005752	37
NZ_CP005753	23
NZ_CP005754	20
NZ_CP005755	31
NZ_CP005756	30
NZ_CP005757	21
NZ_CP005758	15
NZ_CP005759	13
NZ_CP005760	15
NZ_CP005761	17
NZ_CP005762	13
NZ_CP005763	12
NZ_CP005764	18
NZ_CP005765	13
NZ_CP005766	8
NZ_CP005767	11
NZ_CP005768	10
NZ_CP005769	12
NZ_CP005770	12
NZ_CP005771	10
NZ_CP005772	12
NZ_CP005773	7
NZ_CP005774	7
NZ_CP005775	8
NZ_CP005776	9
NZ_CP005777	5
NZ_CP005778	6
NZ_CP005779	5
NZ_CP005780	6
NZ_CP005781	6
NZ_CP005782	3
NZ_CP005783	6
NZ_CP005784	7
NZ_CP005785	3
NZ_CP005786	5
NZ_CP005787	3
NZ_CP005788	8
NZ_CP005789	5
NZ_CP005790	4
NZ_CP005791	2
NZ_CP005792	4
NZ_CP005793	6
NZ_CP005794	3
NZ_CP005795	3
NZ_CP005796	4
NZ_CP005797	3
NZ_CP005798	4
NZ_CP005799	4
NZ_CP005800	4
NZ_CP005801	3
NZ_CP005802	4
NZ_CP005803	3
NZ_CP005804	2
NZ_CP005805	3
NZ_CP005806	3
NZ_CP005807	4
NZ_CP005808	5
NZ_CP005809	5
NZ_CP005810	2
NZ_CP005811	2
NZ_CP005812	2
NZ_CP005813	2
NZ_CP005814	2
NZ_CP005815	2
NZ_CP005816	2
NZ_CP005817	3
NZ_CP005818	2
NZ_CP005819	2
NZ_CP005820	2
NZ_CP005821	2
NZ_CP005822	2
NZ_CP005823	1
NZ_CP005824	1
NZ_CP005825	2
NZ_CP005826	1
NZ_CP005827	0
NZ_CP005828	2
NC_008564	71
NC_008565	50
NC_008566	29
NC_008567	38
NC_008273	40
NC_008568	27
NC_008274	26
NC_008569	26
NT_167350	11
NT_167351	14
NT_167352	7
NZ_CP005707	151
NZ_CP005708	3
NZ_CP005709	7
NZ_CP005710	1
NZ_CP005711	32
NZ_CP005712	28
NZ_CP005713	21
NZ_CP005714	7
NZ_CP005715	2
NZ_CP005716	25
NZ_CP005717	4
NZ_CP005718	6
NZ_CP005719	9
NZ_CP005720	24
NZ_CP005721	2
NZ_CP005722	2
NZ_CP005723	20
NZ_CP005724	20
NZ_CP005725	14
NZ_CP005726	2
NZ_CP005727	10
NZ_CP005728	22
NZ_CP005729	3
NZ_CP005730	9
NZ_CP005731	0
NZ_CP005732	2
NZ_CP005733	7
NZ_CP005734	3
NZ_CP005735	3
NZ_CP005736	2
NZ_CP005737	3
NZ_CP005738	1
NZ_CP005739	6
NZ_CP005740	3
NZ_CP005741	3
NZ_CP005742	3
NZ_CP005743	2
NZ_CP005744	1
NZ_CP004268	5
NZ_CP004269	1
NZ_CP004270	4
NZ_CP004271	2
NZ_CP004272	4
NZ_CP004273	10
NZ_CP004274	6
NZ_CP004275	5
NZ_CP004276	11
NZ_CP004277	2
NZ_CP004278	6
NZ_CP004279	6
NZ_CP004280	6
NZ_CP004281	5
NZ_CP004282	3
NZ_CP004283	6
NZ_CP004284	3
NZ_CP004285	3
NZ_CP004286	3
NZ_CP004287	3
NZ_CP004288	2
NZ_CP004289	3
NZ_CP004290	4
NZ_CP004291	2
NZ_CP004292	3
NZ_CP004293	3
NZ_CP004294	2
NZ_CP004295	3
NZ_CP004296	1
NZ_CP004297	2
NZ_CP004298	2
NZ_CP004299	3
NZ_CP004300	22
NZ_CP004301	14
NZ_CP004302	8
NZ_CP004303	27
NZ_CP004304	1
NZ_CP004305	24
NZ_CP004306	18
NZ_CP004307	3
NZ_CP004308	2
NZ_CP004309	7
NZ_CP004310	12
NZ_CP004311	20
NZ_CP004312	9
NZ_CP004313	17
NZ_CP004314	86
NZ_CP004315	1
NZ_CP004316	62
NZ_CP004317	13
NZ_CP004318	15
NZ_CP004319	10
NZ_CP004320	11
NZ_CP004321	8
NZ_CP004322	8
NZ_CP004323	8
NZ_CP004324	6
NZ_CP004325	16
NZ_CP004326	11
NZ_CP004327	15
NZ_CP004328	3
NZ_CP004329	9
NZ_CP004330	18
NZ_CP004331	18
NZ_CP004332	5
NZ_CP004333	5
NZ_CP004334	25
NZ_CP004335	16
NZ_CP004336	4
NZ_CP004337	35
NZ_CP004338	4
NZ_CP004339	24
NZ_CP004340	13
NZ_CP004341	5
NZ_CP004342	27
NZ_CP004343	23
NZ_CP004344	9
NZ_CP017872	63
NZ_CP017864	6
NZ_CP017874	30
NZ_CP017866	51
NZ_CP017867	30
NZ_CP017879	51
NZ_CP017880	30
NZ_CP007750	49
NZ_CP017861	46
NZ_CP017869	51
NZ_CP017870	29
NZ_CP017876	39
NZ_CP017877	59
NZ_CP011869	234
NZ_CP017563	840
NZ_CP017564	109
NZ_CP017565	404
NZ_CP013855	285
NZ_CP013856	118
NZ_CP016535	45
NZ_CP016536	12
NZ_CP001971	170
NZ_CP001972	95
NZ_CP011808	363
NZ_CP011809	113
NC_007427	118
NC_007428	33
NZ_CP007036	111
NZ_KM923969	55
NZ_CP017422	278
NZ_CP017423	111
NZ_CP017424	65
NZ_CP017425	49
NZ_CP017426	36
NZ_CP016544	8
NZ_CP017854	45
NZ_CP017855	6
NZ_CP017857	45
NZ_CP017858	6
NZ_CP017268	13
NZ_CP015000	57
NC_031936	82
NZ_CP017955	85
NZ_CP017956	72
NZ_CP017957	35
NZ_CP017958	36
NZ_CP017959	74
NZ_CP017960	33
NZ_CP017672	119
NC_008226	11
NZ_CP017887	349
NZ_CP016929	4
NZ_CP016541	75
NZ_CP016542	12
NZ_CP014146	5
NZ_CP014147	93
NZ_CP017963	51
NZ_CP013250	111
NZ_CP009763	1496
NZ_CP009683	44
NG_047532	1
NG_047533	1
NG_047534	1
NG_047551	1
NG_047663	1
NG_047664	1
NG_047665	1
NG_048467	1
NG_048472	1
NG_051704	1
NG_051881	1
NZ_CP009655	7
NG_051911	1
NG_052065	1
NZ_CP013150	69
NZ_CP013151	57
NZ_CP013152	27
NZ_CP013153	29
NZ_CP013154	28
NZ_CP013155	23
NZ_CP013156	20
NZ_CP013157	10
NZ_CP013158	15
NZ_CP013159	13
NZ_CP013160	10
NZ_CP013161	9
NZ_CP013162	4
NZ_CP013163	5
NZ_CP013164	4
NZ_CP013165	7
NZ_CP013166	7
NZ_CP013167	5
NZ_CP013168	4
NZ_CP013169	4
NZ_CP013170	3
NZ_CP013171	2
NZ_CP013172	5
NZ_CP013173	4
NZ_CP013174	3
NZ_CP013175	3
NZ_CP013176	2
NZ_CP013177	1
NZ_CP016313	316
NZ_CP016314	12
NZ_CP015590	9
NZ_CP015591	33
NZ_CP015592	405
NC_009595	107
NC_009596	115
NZ_CP018094	18
NZ_CP018053	8
NC_004555	3
NC_006663	34
NC_009779	38
NC_009780	118
NC_007595	56
NC_010539	33
NC_010541	23
NC_010542	16
NC_010543	11
NC_011878	5
NC_017257	7
NC_017258	3
NC_013962	10
NC_017261	7
NC_017260	5
NC_004838	121
NC_013509	53
NC_010158	141
NC_010157	104
NC_009377	108
NC_009378	159
NC_009425	151
NC_013160	74
NC_013163	25
NC_013167	32
NC_013168	12
NC_009793	13
NC_009794	10
NC_011721	58
NC_011723	46
NC_011727	11
NC_010695	7
NC_010696	41
NC_010697	62
NC_010699	44
NC_010693	50
NC_011880	149
NC_011885	182
NC_011882	28
NC_010635	103
NC_011738	278
NC_011737	188
NC_011730	27
NC_011732	20
NC_011733	19
NC_011734	13
NC_008118	122
NC_008119	14
NC_017442	34
NC_017446	6
NC_017443	0
NC_017447	0
NC_017444	4
NC_010476	4
NC_010477	17
NC_010478	34
NC_010479	40
NC_017318	56
NC_010480	108
NC_010474	168
NC_013972	31
NC_013973	73
NC_008120	114
NC_008121	14
NC_008122	106
NC_013264	5
NC_013265	7
NC_013263	38
NC_013954	4
NC_009926	328
NC_009927	352
NC_009928	295
NC_009929	225
NC_009930	178
NC_009931	162
NC_009932	135
NC_009933	107
NC_009934	3
NC_013957	31
NC_013283	118
NC_013284	28
NC_013285	58
NC_016515	70
NC_013717	59
NC_013718	61
NC_013719	4
NC_017153	104
NC_017155	112
NC_017156	13
NC_009829	70
NC_010656	3
NC_010657	49
NC_010659	5
NC_010672	13
NC_010660	331
NC_007385	304
NC_009345	14
NC_009346	8
NC_009347	3
NC_017157	105
NC_017158	115
NC_017159	13
NC_014017	104
NC_014022	112
NC_014027	13
NC_014304	113
NC_014305	168
NC_014561	145
NC_014563	173
NC_014258	496
NC_016817	274
NC_020296	132
NC_020287	102
NC_020288	52
NC_020297	108
NC_020289	2
NC_020298	3
NC_020290	5
NC_015475	98
NC_017565	102
NC_016936	50
NC_017169	115
NC_017170	10
NC_020263	107
NC_020261	56
NC_020262	6
NC_023055	31
NC_017553	258
NC_017060	532
NC_017807	50
NC_017773	76
NC_012961	29
NC_016833	298
NC_016823	8
NC_016824	3
NC_016834	13
NC_020182	13
NC_020180	208
NC_020212	5
NC_020915	31
NC_020920	37
NC_020914	31
NC_021594	85
NC_023056	31
NC_023072	94
NC_023071	31
NZ_CP007231	69
NC_020916	31
NZ_FO704549	13
NZ_AP014816	53
NZ_AP014817	49
NZ_AP014818	16
NZ_AP014819	9
NZ_AP014820	3
NZ_AP014822	35
NZ_AP014823	18
NZ_AP014824	36
NZ_AP014825	45
NZ_AP014826	52
NZ_AP014827	11
NZ_AP014828	37
NZ_AP014829	9
NZ_AP014830	2
NZ_AP014831	2
NZ_AP014832	2
NC_017263	104
NC_017266	118
NC_017264	13
NZ_AP017309	315
NZ_AP017310	57
NZ_AP017311	100
NC_014170	182
NC_009704	68
NC_009705	161
NZ_FO818638	181
NZ_FO818639	11
NZ_CP011648	41
NZ_CP011649	106
NZ_CP006746	159
NZ_CP006747	108
NZ_CP006790	121
NZ_CP006791	106
NZ_CP006793	13
NZ_CP006807	187
NZ_CP006808	13
NZ_CP006756	159
NZ_CP006757	108
NZ_CP006760	159
NZ_CP006761	109
NZ_CP006749	163
NZ_CP006750	108
NZ_CP006752	161
NZ_CP006753	108
NZ_CP011119	105
NZ_CP011579	41
NZ_CP011580	106
NZ_CP008824	395
NZ_CP008825	318
NZ_CP008826	51
NZ_CP011048	68
NZ_CP011049	6
NZ_CP011050	56
NZ_CP011582	48
NZ_CP011583	108
NZ_CP011573	12
NZ_CP006779	159
NZ_CP006780	108
NZ_CP011651	4
NZ_CP011652	5
NZ_CP011653	23
NZ_CP011654	119
NZ_CP011655	138
NZ_CP011656	148
NZ_CP011637	5
NZ_CP011638	7
NZ_CP011639	90
NZ_CP011640	92
NZ_CP011641	236
NZ_CP011585	5
NZ_CP011586	14
NZ_CP011587	68
NZ_CP011588	80
NZ_CP011589	74
NZ_CP011590	114
NZ_CP011569	5
NZ_CP011570	41
NZ_CP011571	106
NZ_CP011598	49
NZ_CP011599	109
NZ_CP011600	243
NZ_CP011601	334
NZ_CP011603	4
NZ_CP011604	5
NZ_CP011605	6
NZ_CP011606	7
NZ_CP011607	6
NZ_CP011608	51
NZ_CP011609	87
NZ_CP011610	156
NZ_CP011611	311
NC_021742	34
NZ_AP017306	1
NZ_AP017307	1
NC_020919	31
NC_017391	4
NC_017388	5
NC_017392	37
NC_017389	6
NZ_LN681228	180
NZ_LN907828	522
NZ_LN907829	145
NZ_CP002704	8
NZ_CP002700	7
NZ_CP002698	7
NZ_CP009779	103
NZ_CP009710	31
NZ_CP009711	102
NZ_CP009971	115
NZ_CP009972	107
NZ_CP009758	101
NZ_CP010068	13
NZ_CP010069	109
NZ_CP010246	108
NZ_CP010248	159
NZ_CP010020	13
NZ_CP010021	128
NZ_CP010022	107
NZ_CP009254	7
NZ_CP009255	2
NZ_CP010908	9
NZ_CP010909	5
NZ_CP010910	10
NZ_CP010911	5
NC_018999	74
NZ_CP002702	8
NC_019691	70
NC_019692	11
NC_015665	81
NC_015661	20
NC_019777	72
NC_019681	29
NZ_CP006472	55
NZ_CP006473	7
NZ_CP007543	120
NZ_CP007544	115
NZ_CP007545	47
NC_019733	46
NC_019734	54
NC_019754	52
NC_019735	45
NC_019736	37
NC_019755	23
NC_019737	29
NC_019756	6
NZ_CP010294	14
NC_015963	183
NC_015969	41
NZ_CP009356	212
NZ_CP009357	146
NZ_CP009358	73
NZ_CP009359	62
NC_019690	305
NC_014533	638
NC_014534	433
NC_014502	300
NC_014503	36
NC_014504	36
NC_014535	12
NZ_CP009855	127
NZ_CP009856	76
NZ_CP009857	101
NZ_CP009858	67
NZ_CP008919	60
NZ_CP009839	13
NZ_CP009841	115
NZ_CP009845	93
NZ_CP006665	131
NZ_CP006666	3
NZ_CP012258	119
NZ_CP006570	374
NC_019765	304
NC_019749	101
NC_019750	73
NC_020052	12
NC_019766	3
NC_019746	142
NC_020051	186
NC_019759	24
NC_019747	21
NZ_CP009721	107
NZ_CP009722	115
NZ_CP009724	14
NZ_CP008898	78
NZ_CP008899	290
NZ_CP008900	75
NZ_CP008901	67
NZ_CP010360	170
NZ_CP012163	120
NZ_CP012164	12
NZ_CP009701	13
NZ_CP009702	117
NZ_CP009703	104
NZ_CP012267	167
NZ_CP010385	114
NZ_CP010386	146
NZ_CP010387	46
NZ_CP009366	93
NZ_CP009363	64
NZ_CP009988	13
NZ_CP009989	118
NZ_CP009990	104
NZ_CP010378	84
NZ_CP010379	49
NZ_CP010380	371
NZ_CP009934	116
NZ_CP009936	12
NZ_CP009937	104
NZ_CP008906	184
NZ_CP008907	127
NZ_CP008908	67
NZ_CP009833	13
NZ_CP009834	121
NZ_CP009835	109
NZ_CP009126	34
NZ_CP009842	107
NZ_CP009843	70
NZ_CP009881	67
NZ_CP009882	95
NZ_CP009883	380
NZ_CP009884	19
NZ_CP010325	106
NZ_CP010326	304
NC_015062	599
NC_015063	132
NZ_CP009489	13
NZ_CP009490	116
NZ_CP009491	106
NZ_CP007143	39
NZ_CP007144	265
NZ_CP007146	5
NZ_CP009837	99
NZ_CP003425	70
NZ_CP009903	13
NZ_CP009904	114
NZ_CP009905	107
NZ_CP009713	108
NZ_CP009714	159
NZ_CP009867	69
NZ_CP009868	204
NZ_CP009869	436
NZ_CP009870	27
NZ_CP009871	79
NZ_CP012686	36
NZ_CP009782	12
NZ_CP009783	107
NZ_CP009784	116
NC_014838	758
NC_014839	407
NC_014840	299
NC_014841	296
NC_014842	124
NC_019763	241
NC_019730	230
NC_019731	127
NC_019764	60
NC_019732	10
NC_019739	109
NC_019760	72
NC_019740	76
NC_019761	44
NC_019741	39
NC_019742	30
NC_019762	19
NC_019743	31
NZ_CP006795	106
NZ_CP006796	123
NZ_CP006797	13
NC_019700	73
NC_019694	46
NZ_CP012265	140
NZ_CP011287	98
NZ_CP014240	15
NZ_CP006588	108
NZ_CP006589	10
NZ_CP006590	3
NZ_CP013999	8
NZ_CP014000	12
NZ_CP014001	39
NZ_CP014002	48
NZ_CP014003	144
NZ_CP010055	156
NZ_CP010056	125
NZ_CP010057	135
NZ_CP012644	166
NZ_CP012645	6
NZ_CP010363	186
NZ_CP010364	6
NZ_CP010365	90
NZ_CP010366	7
NZ_CP010367	8
NZ_CP012166	6
NZ_CP010830	304
NZ_CP010831	119
NZ_CP010832	14
NZ_CP012254	131
NZ_CP012255	105
NZ_CP012256	56
NZ_CP011864	60
NZ_CP011865	14
NZ_CP011866	23
NZ_CP011867	21
NZ_CP014208	292
NZ_CP010374	49
NZ_CP010375	8
NZ_CP013941	105
NZ_CP013942	57
NZ_CP013339	190
NZ_CP013340	154
NZ_CP012170	302
NZ_CP014069	76
NZ_CP014126	99
NZ_CP014127	439
NZ_CP014128	185
NZ_CP007558	337
NZ_CP010381	5
NZ_CP010382	69
NZ_CP010383	114
NZ_CP012168	287
NZ_CP012169	273
NZ_CP009851	54
NZ_CP009852	100
NZ_CP009853	73
NZ_CP014096	120
NZ_CP014097	2
NZ_CP014098	11
NZ_CP014100	13
NZ_CP014101	13
NC_015511	115
NC_015512	106
NC_015513	76
NZ_CP016445	3
NZ_CP012488	15
NZ_CP012489	6
NZ_CP012490	1
NZ_CP014747	84
NZ_CP014767	124
NZ_CP016939	103
NZ_CP016941	123
NZ_CP016932	130
NZ_CP016933	108
NZ_CP016763	142
NZ_CP016764	284
NZ_CP016765	21
NC_005813	106
NC_005814	29
NC_005815	128
NC_005816	13
NZ_CP015380	70
NZ_CP017187	148
NZ_CP014303	78
NZ_LT607757	22
NZ_CP018075	174
NZ_CP018144	98
NZ_CP016274	107
NZ_CP016275	115
NZ_CP016276	13
NZ_CP018096	490
NC_021492	128
NZ_CP016478	4
NZ_CP016479	8
NZ_CP016480	32
NZ_CP016481	39
NZ_CP016482	247
NC_019699	354
NC_019696	2
NZ_CP013914	144
NZ_CP013915	105
NZ_CP012852	1043
NZ_CP012853	64
NZ_CP012854	46
NZ_CP012855	58
NZ_CP012856	39
NZ_CP012857	31
NZ_CP012858	38
NZ_CP012859	11
NZ_CP012860	649
NZ_CP012861	416
NZ_CP012862	231
NZ_CP012863	205
NZ_CP012864	111
NZ_CP012865	69
NZ_CP012866	52
NZ_CP012867	67
NZ_CP016475	36
NZ_CP016476	227
NZ_CP016484	5
NZ_CP016485	19
NZ_CP016486	19
NZ_CP016487	19
NZ_CP016488	35
NZ_CP016489	148
NZ_CP016934	99
NZ_CP016936	129
NZ_CP016942	98
NZ_CP016943	103
NZ_CP009457	105
NZ_CP016946	103
NZ_CP016947	97
NZ_CP018064	335
NZ_CP009992	13
NZ_CP009993	38
NZ_CP009994	44
NZ_CP009995	113
NZ_CP013198	32
NZ_CP013199	17
NZ_CP016890	530
NZ_CP016891	231
NZ_CP016892	156
NZ_CP014612	51
NZ_CP014613	27
NZ_CP014614	20
NZ_CP014769	197
NZ_CP014770	10
NZ_CP018025	612
NZ_CP017185	161
NZ_CP018028	619
NZ_CP018030	360
NZ_CP018077	171
NZ_CP018078	107
NZ_CP018079	15
NZ_CP018080	182
NZ_CP018081	338
NZ_CP018066	276
NZ_CP018067	32
NZ_CP018068	16
NZ_CP018069	4
NZ_CP011540	224
NZ_CP017058	291
NZ_CP017059	219
NZ_CP017182	50
NZ_CP013238	742
NZ_CP013240	8
NZ_CP012556	233
NZ_CP012557	57
NZ_CP012558	5
NC_020918	31
NC_022092	42
NC_009141	239
NC_003277	102
NC_032098	10
NC_032103	121
NC_032100	108
NC_032101	47
NC_032102	86
NC_032099	156
NZ_CP012574	45
NZ_CP012575	140
NZ_CP012886	474
NZ_CP012887	26
NZ_CP012888	19
NZ_CP015456	20
NZ_CP017055	247
NZ_CP017056	52
NZ_CP016365	194
NZ_CP016366	135
NZ_CP016367	82
NZ_CP016368	50
NZ_CP016369	40
NZ_CP016021	21
NZ_CP018185	98
NZ_CP013052	378
NZ_CP013053	502
NZ_CP013054	2105
NZ_CP018222	111
NZ_CP018223	81
NZ_CP018224	65
NZ_CP018225	196
NZ_CP018172	185
NZ_CP015248	25
NZ_CP010898	101
NZ_CP013482	98
NZ_CP015116	1691
NZ_CP018229	1261
NZ_CP018230	489
NZ_CP018231	359
NZ_CP018232	269
NZ_CP018233	229
NZ_CP018234	253
NZ_CP018235	239
NZ_CP018236	130
NZ_CP013108	227
NZ_CP013109	532
NZ_CP013110	1979
NZ_CP018070	95
NZ_CP018072	77
NZ_CP018073	209
NZ_CP018198	38
NZ_CP018257	122
NZ_CP018255	25
NZ_CP013071	123
NZ_CP013072	94
NZ_CP013073	46
NZ_CP016917	84
NZ_CP016918	56
NZ_CP018336	75
NZ_CP017764	82
NZ_CP017765	15
NZ_CP018422	87
NZ_CP018048	375
NZ_CP009979	108
NZ_CP009980	186
NZ_CP008850	10
NZ_CP008851	103
NC_007762	205
NC_007763	173
NC_007764	247
NC_007765	487
NC_007766	625
NC_004041	405
NZ_CP011362	52
NZ_CP011363	19
NZ_CP018263	98
NZ_CP018264	29
NZ_CP018265	29
NZ_CP018266	26
NZ_CP018267	30
NZ_CP018268	20
NZ_CP018269	28
NZ_CP018270	14
NZ_CP018271	17
NZ_CP018272	16
NZ_CP018273	16
NZ_CP018274	10
NZ_CP018275	10
NZ_CP018276	8
NZ_CP018277	6
NZ_CP018278	6
NZ_CP018279	7
NZ_CP018280	5
NZ_CP018281	5
NZ_CP018282	5
NZ_CP018283	4
NZ_CP018284	4
NZ_CP018285	4
NZ_CP018286	2
NZ_CP018287	3
NZ_CP018288	4
NZ_CP018289	3
NZ_CP018290	2
NZ_CP018291	1
NZ_CP018292	2
NZ_CP018293	1
NZ_CP012356	68
NZ_CP015623	150
NZ_CP015624	23
NZ_CP018612	46
NZ_CP018613	21
NZ_CP018325	67
NZ_CP018326	74
NZ_CP018327	41
NZ_CP018328	44
NZ_CP018329	31
NZ_CP018330	27
NZ_CP018463	176
NZ_CP018464	179
NZ_CP018465	42
NZ_CP018466	53
NZ_CP018573	161
NZ_CP018575	8
NZ_CP018468	201
NZ_CP018469	55
NZ_CP018471	77
NZ_CP018472	206
NZ_CP018473	56
NZ_CP018474	50
NZ_CP018476	78
NZ_CP018732	203
NZ_CP018733	89
NZ_CP018734	57
NZ_CP018726	185
NZ_CP018727	57
NZ_CP017242	396
NZ_CP017243	453
NZ_CP017244	2153
NZ_CP018729	218
NZ_CP018730	52
NZ_CP017102	125
NZ_CP017103	152
NZ_CP017104	495
NZ_CP017105	2322
NZ_CP018621	52
NZ_CP016215	513
NZ_CP018759	165
NZ_CP017008	102
NZ_CP017010	99
NZ_CP017011	82
NZ_CP016555	1653
NC_019100	1
NC_017081	78
NZ_CP018764	16
NZ_CP018765	77
NZ_CP018777	29
NZ_CP018797	74
NZ_CP018798	90
NZ_CP016296	122
NZ_CP016297	104
NZ_CP016299	122
NZ_CP016301	122
NZ_CP016302	103
NZ_CP018862	17
NZ_CP018855	209
NZ_CP018856	88
NZ_CP018857	57
NZ_CP018821	313
NZ_CP018859	218
NZ_CP018860	113
NZ_CP018851	218
NZ_CP018852	115
NZ_CP018853	55
NZ_CP018848	226
NZ_CP018849	114
NZ_CP018815	187
NZ_CP018813	40
NZ_CP018745	69
NZ_CP018746	33
NZ_CP018747	39
NZ_CP018748	39
NZ_CP018749	33
NZ_CP018750	26
NZ_CP018751	20
NZ_CP018752	29
NZ_CP018753	4
NZ_CP018754	3
NZ_CP018755	1
NG_051846	1
NG_051873	1
NG_051879	1
NG_051908	1
NG_051938	1
NG_051844	1
NG_052055	1
NG_052059	1
NG_052082	1
NG_052086	1
NG_052141	1
NG_052145	1
NG_052167	1
NG_052227	1
NG_052236	1
NG_052240	1
NG_052247	1
NG_052250	1
NG_052252	1
NG_052253	1
NG_052254	1
NG_052256	1
NG_052259	1
NG_052269	1
NG_052270	1
NG_052271	1
NG_052288	1
NG_052314	1
NG_052315	1
NG_052317	1
NG_052324	1
NG_052366	1
NG_052379	1
NG_052417	1
NG_052433	1
NG_052436	1
NG_052486	1
NG_052487	1
NG_052498	1
NG_052538	1
NG_052583	1
NC_021086	71
NZ_CP008942	19
NZ_CP014333	42
NZ_LT596222	101
NZ_CP013758	93
NZ_CP013759	49
NZ_CP013760	48
NZ_CP013761	213
NZ_CP013774	189
NZ_CP013775	50
NZ_CP013776	45
NZ_CP013777	42
NZ_CP013779	229
NZ_CP013780	176
NZ_CP013802	64
NZ_CP013803	60
NZ_CP013804	226
NZ_CP013805	47
NZ_CP013763	168
NZ_CP013764	91
NZ_CP013765	48
NZ_CP013766	49
NZ_CP013767	47
NZ_CP013787	225
NZ_CP013788	57
NZ_CP013789	64
NZ_CP013790	43
NZ_CP013769	209
NZ_CP013770	49
NZ_CP013771	53
NZ_CP013772	46
NZ_CP013797	240
NZ_CP013798	67
NZ_CP013799	43
NZ_CP013800	23
NZ_CP013782	226
NZ_CP013783	57
NZ_CP013784	63
NZ_CP013785	45
NZ_CP013807	226
NZ_CP013808	57
NZ_CP013809	65
NZ_CP013810	43
NZ_CP018174	6
NZ_CP015368	108
NZ_CP015369	40
NZ_CP015370	36
NZ_CP018904	189
NZ_CP018905	107
NZ_CP018901	141
NZ_LT667504	7
NZ_LT667501	5
NZ_LT667502	3
NZ_CP013001	354
NZ_CP014703	1467
