	locus	Genus	Species	environment	character	IS26	length	CDS
431	NC_013375	Staphylococcus	aureus		mosaic		3011.0	3.0
432	NC_013350	Staphylococcus	aureus		static		2241.0	3.0
433	NC_013351	Staphylococcus	aureus		mosaic		26016.0	36.0
434	NC_013352	Staphylococcus	aureus		mosaic		23983.0	29.0
435	NC_013314	Staphylococcus	aureus		mosaic		2908.0	3.0
436	NC_013388	Staphylococcus	sp.		static		8226.0	9.0
437	NC_013322	Staphylococcus	aureus		mosaic		27435.0	29.0
438	NC_013373	Staphylococcus	sp.		static		64909.0	78.0
439	NC_013323	Staphylococcus	aureus		static		33660.0	44.0
440	NC_013326	Staphylococcus	aureus		mosaic		33702.0	42.0
441	NC_018972	Staphylococcus	aureus		mosaic		27268.0	34.0
442	NC_013329	Staphylococcus	aureus		static		38045.0	51.0
443	NC_013374	Staphylococcus	epidermidis		mosaic		37564.0	46.0
444	NC_013336	Staphylococcus	aureus		mosaic		4498.0	4.0
445	NC_013303	Staphylococcus	aureus		mosaic		20653.0	25.0
446	NC_013304	Staphylococcus	aureus		mosaic		20729.0	25.0
447	NC_013343	Staphylococcus	aureus		mosaic		43892.0	49.0
448	NC_013317	Enterococcus	faecium		mosaic		21806.0	27.0
449	NC_013347	Staphylococcus	aureus		mosaic		22694.0	27.0
450	NC_013348	Staphylococcus	aureus		mosaic		45052.0	59.0
451	NC_013349	Staphylococcus	aureus		static		16428.0	22.0
452	NC_018979	Borrelia	burgdorferi		static		30795.0	42.0
453	NC_018980	Borrelia	burgdorferi		static		21165.0	25.0
454	NC_018989	Borrelia	burgdorferi		static		20974.0	13.0
455	NC_018990	Borrelia	burgdorferi		static		25211.0	17.0
456	NC_018991	Borrelia	burgdorferi		static		27035.0	26.0
457	NC_018992	Borrelia	burgdorferi		static		12965.0	10.0
458	NC_018993	Borrelia	burgdorferi		mosaic		25788.0	19.0
459	NC_018994	Escherichia	coli		mosaic		195560.0	224.0
460	NC_018995	Escherichia	coli		mosaic		91942.0	131.0
461	NC_018996	Escherichia	coli		static		5153.0	9.0
462	NC_019000	Escherichia	coli		mosaic		73564.0	140.0
463	NC_013331	Staphylococcus	aureus		mosaic		28974.0	36.0
464	NC_019003	Borrelia	burgdorferi		static		30902.0	42.0
465	NC_019004	Borrelia	burgdorferi		static		30286.0	42.0
466	NC_019006	Borrelia	burgdorferi		static		30262.0	42.0
467	NC_013390	Staphylococcus	epidermidis		static		6206.0	7.0
468	NC_013394	Staphylococcus	epidermidis		mosaic		4607.0	6.0
469	NC_013384	Staphylococcus	epidermidis		static		6794.0	9.0
470	NC_013371	Staphylococcus	sp.		static		9968.0	12.0
471	NC_013318	Staphylococcus	aureus		mosaic		27267.0	35.0
472	NC_013324	Staphylococcus	aureus		mosaic		29646.0	35.0
473	NC_013327	Staphylococcus	aureus		mosaic		38087.0	47.0
474	NC_013335	Staphylococcus	aureus		mosaic		22987.0	30.0
475	NC_013337	Staphylococcus	aureus		mosaic		30857.0	41.0
476	NC_013302	Staphylococcus	aureus		mosaic		3011.0	2.0
477	NC_019011	Staphylococcus	aureus		mosaic		2397.0	3.0
478	NC_019018	Mycobacterium	marinum		static		104530.0	85.0
479	NC_013325	Staphylococcus	aureus		mosaic		38204.0	49.0
480	NC_013377	Staphylococcus	epidermidis		mosaic		26236.0	36.0
481	NC_013378	Staphylococcus	epidermidis		static		16775.0	18.0
482	NC_013380	Staphylococcus	epidermidis		static		8435.0	12.0
483	NC_013381	Staphylococcus	epidermidis		static		42623.0	39.0
484	NC_013382	Staphylococcus	epidermidis		mosaic		10445.0	16.0
485	NC_013389	Staphylococcus	epidermidis		static		24518.0	26.0
486	NC_013294	Staphylococcus	aureus		mosaic		27068.0	36.0
487	NC_013295	Staphylococcus	aureus		mosaic		3125.0	5.0
488	NC_013296	Staphylococcus	aureus		mosaic		25022.0	34.0
489	NC_013298	Staphylococcus	aureus		mosaic		27067.0	37.0
490	NC_013332	Staphylococcus	aureus		mosaic		32445.0	43.0
491	NC_013333	Staphylococcus	aureus		static		20453.0	25.0
492	NC_013334	Staphylococcus	aureus		static		39308.0	48.0
493	NC_013306	Staphylococcus	aureus		mosaic		4595.0	5.0
494	NC_013330	Staphylococcus	aureus		static		28384.0	28.0
495	NC_019007	Staphylococcus	aureus		mosaic		27268.0	34.0
496	NC_013297	Staphylococcus	aureus		mosaic		3125.0	5.0
497	NC_013310	Staphylococcus	aureus		static		1290.0	1.0
498	NC_019010	Staphylococcus	aureus		mosaic		27439.0	32.0
499	NC_013376	Staphylococcus	aureus		static		1552.0	2.0
500	NC_013321	Staphylococcus	aureus		mosaic		32650.0	40.0
501	NC_013290	Staphylococcus	aureus		static		20653.0	25.0
502	NC_013291	Staphylococcus	aureus		mosaic		2473.0	2.0
503	NC_013328	Staphylococcus	aureus		mosaic		30047.0	31.0
504	NC_018977	Erwinia	amylovora		static		4369.0	4.0
505	NC_018978	Erwinia	amylovora		static		28138.0	30.0
506	NC_018981	Borrelia	burgdorferi		static		30636.0	42.0
507	NC_018988	Borrelia	burgdorferi		static		20978.0	10.0
508	NC_013379	Staphylococcus	epidermidis		static		38556.0	41.0
509	NC_013393	Staphylococcus	epidermidis		mosaic		23263.0	26.0
510	NC_013383	Staphylococcus	epidermidis		mosaic		24711.0	25.0
511	NC_013313	Staphylococcus	aureus		static		20730.0	25.0
512	NC_018997	Escherichia	coli		static		7930.0	15.0
513	NC_019005	Borrelia	burgdorferi		static		30641.0	42.0
514	NC_013391	Staphylococcus	epidermidis		static		4572.0	6.0
515	NC_018965	Staphylococcus	aureus		mosaic		35510.0	43.0
516	NC_013341	Staphylococcus	aureus		static		13342.0	15.0
517	NC_013305	Staphylococcus	aureus		mosaic		2415.0	2.0
518	NC_013307	Staphylococcus	aureus		mosaic		4439.0	3.0
519	NC_013345	Staphylococcus	aureus		static		3961.0	4.0
520	NC_013346	Staphylococcus	aureus		mosaic		2396.0	3.0
521	NC_013308	Staphylococcus	aureus		mosaic		4595.0	5.0
522	NC_013312	Staphylococcus	aureus		mosaic		4439.0	3.0
523	NC_013292	Staphylococcus	aureus		mosaic		24654.0	30.0
524	NC_013293	Staphylococcus	aureus		static		20730.0	25.0
525	NC_013299	Staphylococcus	aureus		mosaic		23059.0	30.0
526	NC_013301	Staphylococcus	aureus		mosaic		20672.0	27.0
527	NC_019008	Staphylococcus	aureus		static		27268.0	33.0
528	NC_013340	Staphylococcus	aureus		mosaic		35114.0	42.0
529	NC_019009	Staphylococcus	aureus		mosaic		35508.0	43.0
530	NC_013342	Staphylococcus	aureus		mosaic		47322.0	53.0
531	NC_013344	Staphylococcus	aureus		mosaic		44116.0	49.0
532	NC_018982	Borrelia	burgdorferi		static		21172.0	24.0
533	NC_018983	Borrelia	burgdorferi		static		26514.0	26.0
534	NC_018984	Borrelia	burgdorferi		static		30301.0	41.0
535	NC_018986	Borrelia	burgdorferi		static		22715.0	18.0
536	NC_018987	Borrelia	burgdorferi		static		22135.0	24.0
537	NC_018998	Escherichia	coli		mosaic		91019.0	112.0
538	NC_013392	Staphylococcus	epidermidis		static		2422.0	1.0
539	NC_013300	Staphylococcus	aureus		mosaic		3125.0	5.0
540	NC_013395	Staphylococcus	epidermidis		mosaic		2418.0	3.0
541	NC_019033	Escherichia	coli		mosaic		42379.0	47.0
542	NC_018985	Erwinia	amylovora		static		5251.0	6.0
543	NC_019040	Escherichia	coli		mosaic		6222.0	7.0
544	NC_019041	Escherichia	coli		mosaic		92077.0	0.0
545	NC_011917	Escherichia	coli		static		108379.0	122.0
546	NC_019037	Escherichia	coli		mosaic		82676.0	105.0
547	NC_019039	Escherichia	coli		mosaic		56676.0	86.0
548	NC_019044	Escherichia	coli		mosaic		92290.0	93.0
549	NC_019043	Escherichia	coli		mosaic		107138.0	115.0
550	NC_019053	Escherichia	coli		mosaic		3069.0	1.0
551	NC_019054	Escherichia	coli		mosaic		7339.0	6.0
552	NC_019059	Escherichia	coli		static		1546.0	1.0
553	NC_019060	Escherichia	coli		mosaic		6200.0	9.0
554	NC_019061	Escherichia	coli		mosaic		103297.0	104.0
555	NC_019070	Escherichia	coli		mosaic		6790.0	7.0
556	NC_019080	Escherichia	coli		mosaic		9007.0	4.0
557	NC_019081	Escherichia	coli		mosaic		7995.0	10.0
558	NC_019082	Escherichia	coli		mosaic		51556.0	45.0
559	NC_019083	Escherichia	coli		static		34945.0	45.0
560	NC_019085	Escherichia	coli		mosaic		2989.0	1.0
561	NC_019086	Escherichia	coli		mosaic		2699.0	1.0
562	NC_019087	Escherichia	coli		mosaic		44216.0	49.0
563	NC_019088	Escherichia	coli		mosaic		47506.0	42.0
564	NC_011514	Escherichia	coli		mosaic		10669.0	11.0
565	NC_019092	Escherichia	coli		static		8848.0	14.0
566	NC_019013	Escherichia	coli		mosaic		50572.0	60.0
567	NC_019062	Escherichia	coli		mosaic		30016.0	30.0
568	NC_019065	Escherichia	coli		mosaic		135803.0	148.0
569	NC_019066	Escherichia	coli		mosaic		161081.0	172.0
570	NC_019067	Escherichia	coli		mosaic		38611.0	50.0
571	NC_019068	Escherichia	coli		static		1460.0	2.0
572	NC_019069	Escherichia	coli		mosaic		166744.0	187.0
573	NC_019071	Escherichia	coli		mosaic		70382.0	98.0
574	NC_019072	Escherichia	coli		mosaic		69812.0	98.0
575	NC_019073	Escherichia	coli		mosaic		76878.0	100.0
576	NC_019074	Escherichia	coli		mosaic		11744.0	5.0
577	NC_019075	Escherichia	coli		static		2779.0	4.0
578	NC_019076	Escherichia	coli		static		5706.0	8.0
579	NC_019077	Escherichia	coli		static		3770.0	4.0
580	NC_019079	Escherichia	coli		mosaic		9261.0	7.0
581	NC_009131	Escherichia	coli		mosaic		65288.0	0.0
582	NC_019093	Escherichia	coli		mosaic		59260.0	64.0
583	NC_019094	Escherichia	coli		static		79478.0	125.0
584	NC_019095	Escherichia	coli		mosaic		76635.0	84.0
585	NC_019096	Escherichia	coli		mosaic		38611.0	40.0
586	NC_019097	Escherichia	coli		mosaic		98809.0	130.0
587	NC_019056	Escherichia	coli		mosaic		9902.0	11.0
588	NC_019057	Escherichia	coli		mosaic		70262.0	97.0
589	NC_019058	Escherichia	coli		mosaic		3205.0	1.0
590	NC_019063	Escherichia	coli		mosaic		88803.0	96.0
591	NC_019084	Escherichia	coli		mosaic		3082.0	1.0
592	NC_019078	Escherichia	coli		static		6952.0	10.0
593	NC_009132	Escherichia	coli		mosaic		63946.0	71.0
594	NC_019139	Staphylococcus	aureus		mosaic		2402.0	2.0
595	NC_019140	Staphylococcus	aureus		mosaic		2908.0	2.0
596	NC_019141	Staphylococcus	aureus		static		5718.0	3.0
597	NC_019142	Staphylococcus	aureus		mosaic		5292.0	3.0
598	NC_019143	Staphylococcus	aureus		mosaic		2367.0	2.0
599	NC_019144	Staphylococcus	aureus		mosaic		7054.0	5.0
600	NC_019145	Staphylococcus	aureus		static		7609.0	6.0
601	NC_019146	Staphylococcus	aureus		static		2690.0	2.0
602	NC_019147	Staphylococcus	aureus		static		7567.0	6.0
603	NC_019148	Staphylococcus	aureus		mosaic		25961.0	22.0
604	NC_019149	Staphylococcus	aureus		static		4809.0	5.0
605	NC_019150	Staphylococcus	aureus		mosaic		27069.0	38.0
606	NC_018956	Staphylococcus	aureus		mosaic		27068.0	36.0
607	NC_018957	Staphylococcus	aureus		mosaic		26972.0	38.0
608	NC_018958	Staphylococcus	aureus		mosaic		3125.0	5.0
609	NC_018963	Staphylococcus	aureus		mosaic		27067.0	37.0
610	NC_018967	Staphylococcus	aureus		static		30127.0	43.0
611	NC_018968	Staphylococcus	aureus		static		28404.0	40.0
612	NC_018969	Staphylococcus	aureus		mosaic		2473.0	3.0
613	NC_018974	Staphylococcus	aureus		mosaic		27070.0	39.0
614	NC_018975	Staphylococcus	aureus		mosaic		3125.0	5.0
615	NC_018953	Klebsiella	pneumoniae		mosaic		9294.0	7.0
616	NC_019151	Klebsiella	pneumoniae		mosaic		9803.0	6.0
617	NC_019152	Klebsiella	pneumoniae		mosaic		21138.0	14.0
618	NC_011511	Klebsiella	pneumoniae		mosaic		3679.0	5.0
619	NC_019153	Klebsiella	pneumoniae		mosaic		162746.0	137.0
620	NC_019154	Klebsiella	pneumoniae		mosaic		61881.0	72.0
621	NC_019155	Klebsiella	pneumoniae		mosaic		115300.0	108.0
622	NC_011512	Klebsiella	pneumoniae		mosaic		4840.0	6.0
623	NC_019159	Klebsiella	pneumoniae		mosaic		13636.0	12.0
624	NC_019162	Klebsiella	pneumoniae		mosaic		54035.0	52.0
625	NC_019163	Klebsiella	pneumoniae		mosaic		41187.0	52.0
626	NC_019165	Klebsiella	pneumoniae		mosaic		107748.0	116.0
627	NC_018959	Staphylococcus	aureus		mosaic		27059.0	39.0
628	NC_018960	Staphylococcus	aureus		mosaic		3125.0	5.0
629	NC_018961	Staphylococcus	aureus		mosaic		27068.0	36.0
630	NC_018976	Staphylococcus	aureus		mosaic		27425.0	34.0
631	NC_019156	Klebsiella	pneumoniae		mosaic		15101.0	16.0
632	NC_019157	Klebsiella	pneumoniae		mosaic		43380.0	41.0
633	NC_019158	Klebsiella	pneumoniae		mosaic		137813.0	165.0
634	NC_019160	Klebsiella	pneumoniae		mosaic		7605.0	7.0
635	NC_012088	Onion	yellows		static		7005.0	7.0
636	NC_019167	Onion	yellows		mosaic		5044.0	6.0
637	NC_019168	Onion	yellows		mosaic		5044.0	6.0
638	NC_019169	Onion	yellows		mosaic		5044.0	6.0
639	NC_019170	Onion	yellows		mosaic		5009.0	4.0
640	NC_019171	Onion	yellows		mosaic		5009.0	4.0
641	NC_019172	Onion	yellows		static		3062.0	3.0
642	NC_019177	Haemophilus	influenzae		mosaic		4500.0	4.0
643	NC_019178	Haemophilus	influenzae		mosaic		4613.0	4.0
644	NC_012089	Onion	yellows		static		3932.0	5.0
645	NC_019186	Haemophilus	influenzae		mosaic		5048.0	3.0
646	NC_012090	Onion	yellows		static		3062.0	3.0
647	NC_019173	Onion	yellows		static		3029.0	3.0
648	NC_019175	Haemophilus	influenzae		mosaic		4613.0	4.0
649	NC_019176	Haemophilus	influenzae		mosaic		4613.0	4.0
650	NC_019187	Buchnera	aphidicola		static		7774.0	7.0
651	NC_019188	Buchnera	aphidicola		static		7771.0	7.0
652	NC_019197	Shigella	flexneri		mosaic		136694.0	165.0
653	NC_019198	Zymomonas	mobilis		static		1647.0	1.0
654	NC_019199	Acinetobacter	baumannii		mosaic		8964.0	11.0
655	NC_019201	Streptomyces	sp.		static		6966.0	8.0
656	NC_019202	Pseudomonas	aeruginosa		static		103532.0	105.0
657	NC_019203	Rahnella	sp.		static		4116.0	5.0
658	NC_019204	Rahnella	sp.		static		5160.0	6.0
659	NC_019205	Pasteurella	multocida		mosaic		4613.0	4.0
660	NC_019209	Pasteurella	multocida		static		4613.0	4.0
661	NC_019210	Zymomonas	mobilis		static		1646.0	1.0
662	NC_019213	Enterococcus	faecalis		mosaic		42602.0	40.0
663	NC_019214	[Haemophilus]	parasuis		mosaic		4237.0	5.0
664	NC_019217	uncultured	bacterium		mosaic		58274.0	54.0
665	NC_019219	Lactobacillus	plantarum		static		5529.0	4.0
666	NC_019220	Burkholderia	pseudomallei		static		13482.0	3.0
667	NC_019221	Rahnella	aquatilis		mosaic		6978.0	6.0
668	NC_019222	Rahnella	aquatilis		static		5857.0	4.0
669	NC_019223	Rahnella	sp.		static		6129.0	9.0
670	NC_019225	Borrelia	burgdorferi		static		26510.0	1.0
671	NC_019228	Bacillus	thuringiensis		mosaic		2062.0	2.0
672	NC_019229	Rickettsia	felis		static		62882.0	64.0
673	NC_019230	Bacillus	sp.		mosaic		5031.0	4.0
674	NC_019231	Streptococcus	thermophilus		static		3377.0	2.0
675	NC_019232	Streptococcus	thermophilus		static		2980.0	2.0
676	NC_019234	Yersinia	enterocolitica		mosaic		66845.0	72.0
677	NC_019235	Yersinia	pestis		mosaic		9610.0	9.0
678	NC_019238	Streptococcus	mutans		static		5637.0	6.0
679	NC_019239	Streptococcus	mutans		static		5649.0	6.0
680	NC_019240	Enterococcus	durans		static		8347.0	9.0
681	NC_019241	Vibrio	cincinnatiensis		static		6309.0	0.0
682	NC_019242	Enterobacter	cloacae		static		4854.0	4.0
683	NC_019246	Periwinkle	leaf		static		4087.0	5.0
684	NC_019247	Periwinkle	leaf		static		3814.0	5.0
685	NC_019249	Shigella	flexneri		static		3178.0	3.0
686	NC_019250	Shigella	flexneri		static		4043.0	2.0
687	NC_011513	Proteus	mirabilis		mosaic		3805.0	6.0
688	NC_019252	Streptococcus	pyogenes		mosaic		4967.0	3.0
689	NC_019253	Enterococcus	faecium		static		6037.0	9.0
690	NC_019254	Shigella	sp.		mosaic		54291.0	70.0
691	NC_019256	Shigella	sp.		mosaic		32533.0	44.0
692	NC_019257	Clostridium	perfringens		mosaic		70192.0	83.0
693	NC_019258	Clostridium	perfringens		static		3183.0	5.0
694	NC_019259	Clostridium	perfringens		static		48787.0	52.0
695	NC_019260	Mannheimia	haemolytica		mosaic		7674.0	6.0
696	NC_019261	Riemerella	anatipestifer		mosaic		11435.0	10.0
697	NC_017494	Lactococcus	lactis		static		7122.0	8.0
698	NC_019263	Delftia	acidovorans		mosaic		77429.0	84.0
699	NC_019264	Delftia	acidovorans		mosaic		60421.0	64.0
700	NC_019267	Serratia	marcescens		mosaic		12957.0	10.0
701	NC_019268	Acinetobacter	lwoffii		mosaic		47274.0	46.0
702	NC_019269	Yersinia	frederiksenii		mosaic		5574.0	8.0
703	NC_019270	Bhargavaea	cecembensis		mosaic		5031.0	4.0
704	NC_019271	Veillonella	sp.		static		4813.0	4.0
705	NC_019273	Paracoccus	aestuarii		static		5434.0	7.0
706	NC_019274	Psychrobacter	sp.		static		34467.0	33.0
707	NC_019279	Salmonella	sp.		mosaic		2702.0	1.0
708	NC_019280	Acinetobacter	baumannii		mosaic		9964.0	8.0
709	NC_019281	Acinetobacter	lwoffii		mosaic		46165.0	44.0
710	NC_019283	Delftia	acidovorans		mosaic		74280.0	79.0
711	NC_019295	Rahnella	inusitata		static		2886.0	2.0
712	NC_019296	Rahnella	sp.		static		5991.0	9.0
713	NC_019297	Rahnella	sp.		static		3690.0	4.0
714	NC_019298	Rahnella	sp.		static		5198.0	6.0
715	NC_016140	Staphylococcus	hyicus		mosaic		2407.0	2.0
716	NC_019299	uncultured	bacterium		mosaic		57951.0	53.0
717	NC_019300	Zymomonas	mobilis		mosaic		4551.0	2.0
718	NC_019301	Xylella	fastidiosa		static		1298.0	2.0
719	NC_019302	Xylella	fastidiosa		static		1284.0	1.0
720	NC_019303	Staphylococcus	epidermidis		static		7209.0	9.0
721	NC_019304	Staphylococcus	epidermidis		static		7082.0	9.0
722	NC_019307	Streptomyces	sp.		static		84833.0	129.0
723	NC_019325	Vibrio	anguillarum		static		5982.0	6.0
724	NC_019326	Arthrobacter	sp.		static		47826.0	52.0
725	NC_019327	Acetobacter	pasteurianus		static		20898.0	32.0
726	NC_019329	Sulfitobacter	sp.		static		10588.0	15.0
727	NC_019330	Arthrobacter	sp.		static		61044.0	73.0
728	NC_019331	Arthrobacter	sp.		mosaic		98081.0	112.0
729	NC_019332	Arthrobacter	sp.		mosaic		90042.0	104.0
730	NC_019334	Pseudomonas	syringae		mosaic		34526.0	52.0
731	NC_019335	Salmonella	sp.		static		88115.0	104.0
732	NC_019336	Salmonella	sp.		static		86904.0	101.0
733	NC_019337	Acetobacter	pasteurianus		static		30498.0	42.0
734	NC_019339	Arthrobacter	sp.		static		103121.0	113.0
735	NC_019342	Salmonella	sp.		static		130175.0	180.0
736	NC_019343	Salmonella	sp.		static		67727.0	102.0
737	NC_019345	Acinetobacter	baumannii		mosaic		8433.0	7.0
738	NC_019346	Enterobacter	cloacae		mosaic		66531.0	68.0
739	NC_019347	Lactococcus	lactis		static		3801.0	4.0
740	NC_019348	Lactococcus	lactis		static		7435.0	6.0
741	NC_019349	Lactococcus	lactis		static		12067.0	11.0
742	NC_019350	Lactococcus	lactis		mosaic		14419.0	11.0
743	NC_019351	Lactococcus	lactis		static		22388.0	23.0
744	NC_019354	Tetragenococcus	muriaticus		mosaic		21361.0	13.0
745	NC_019355	Tetragenococcus	muriaticus		mosaic		23196.0	14.0
746	NC_019356	Paracoccus	marcusii		static		7672.0	12.0
747	NC_019357	Shigella	boydii		static		5424.0	8.0
748	NC_019362	Sulfitobacter	guttiformis		static		53184.0	32.0
749	NC_019363	Sulfitobacter	guttiformis		static		4409.0	5.0
750	NC_019364	Sulfitobacter	guttiformis		static		118476.0	110.0
751	NC_019365	Streptococcus	infantis		static		11221.0	10.0
752	NC_019366	Paracoccus	aestuarii		static		13005.0	15.0
753	NC_019367	Paracoccus	marcusii		static		35952.0	27.0
754	NC_019368	Enterobacter	cloacae		mosaic		87731.0	98.0
755	NC_019370	Streptococcus	dysgalactiae		mosaic		4950.0	3.0
756	NC_019373	Proteus	sp.		static		2656.0	3.0
757	NC_019374	Proteus	sp.		mosaic		5903.0	5.0
758	NC_019375	Providencia	stuartii		mosaic		180184.0	205.0
759	NC_019376	Sphingobium	fuliginis		mosaic		37317.0	39.0
760	NC_019377	Lactococcus	lactis		static		55395.0	44.0
761	NC_019378	Burkholderia	cepacia		mosaic		99001.0	60.0
762	NC_019019	Zymomonas	mobilis		static		1643.0	2.0
763	NC_019284	Enterococcus	faecalis		mosaic		47277.0	41.0
764	NC_019285	Haloferax	lucentense		static		10795.0	13.0
765	NC_019286	Klebsiella	oxytoca		mosaic		6061.0	7.0
766	NC_019287	Paracoccus	aestuarii		static		2925.0	2.0
767	NC_019288	Paracoccus	aestuarii		static		4502.0	5.0
768	NC_019289	Paracoccus	haeundaensis		static		5301.0	4.0
769	NC_019290	Periwinkle	little		static		4102.0	5.0
770	NC_019291	Planobispora	rosea		static		15520.0	18.0
771	NC_019180	Haemophilus	influenzae		mosaic		5646.0	4.0
772	NC_019181	Haemophilus	influenzae		static		4304.0	3.0
773	NC_019183	Haemophilus	influenzae		mosaic		4846.0	3.0
774	NC_019184	Haemophilus	influenzae		mosaic		5404.0	4.0
775	NC_019185	Haemophilus	influenzae		mosaic		5142.0	3.0
776	NC_019215	Xylella	fastidiosa		static		1293.0	0.0
777	NC_019233	Lactobacillus	rennini		static		4371.0	4.0
778	NC_019369	Burkholderia	cepacia		mosaic		82988.0	89.0
779	NC_019316	Paracoccus	aestuarii		static		5850.0	9.0
780	NC_019218	uncultured	bacterium		mosaic		59113.0	54.0
781	NC_019243	Periwinkle	leaf		static		3878.0	6.0
782	NC_019244	Periwinkle	leaf		static		3944.0	5.0
783	NC_019245	Periwinkle	leaf		static		4015.0	5.0
784	NC_019251	Shigella	flexneri		static		1549.0	1.0
785	NC_019262	Aeromonas	hydrophila		mosaic		7191.0	5.0
786	NC_019361	[Haemophilus]	parasuis		mosaic		15672.0	16.0
787	NC_019328	Pseudomonas	syringae		static		76232.0	105.0
788	NC_019353	Leuconostoc	mesenteroides		static		3370.0	3.0
789	NC_019338	Arthrobacter	sp.		mosaic		88007.0	98.0
790	NC_019380	Aeromonas	hydrophila		mosaic		165906.0	146.0
791	NC_019381	Pasteurella	multocida		mosaic		13551.0	16.0
792	NC_019174	Haemophilus	influenzae		mosaic		4613.0	4.0
793	NC_019341	Pseudomonas	syringae		static		41724.0	65.0
794	NC_017767	Thermus	thermophilus		mosaic		81151.0	89.0
795	NC_016137	Staphylococcus	hyicus		static		1719.0	2.0
796	NC_016139	Staphylococcus	hyicus		static		4019.0	3.0
797	NC_019211	Neisseria	gonorrhoeae		mosaic		4865.0	1.0
798	NC_019224	Rahnella	sp.		static		5137.0	6.0
799	NC_019227	Bacillus	thuringiensis		mosaic		2062.0	2.0
800	NC_019248	Bartonella	sp.		static		28653.0	29.0
801	NC_019344	Serratia	marcescens		mosaic		81793.0	111.0
802	NC_019385	Enterococcus	faecalis		static		5598.0	5.0
803	NC_004444	Pseudomonas	resinovorans		mosaic		199035.0	198.0
804	NC_019182	Haemophilus	influenzae		mosaic		5458.0	4.0
805	NC_019333	Pseudomonas	syringae		static		3249.0	4.0
