locus	IS26
NZ_CP014446.1	Absent
NC_011788.1	Absent
NC_012174.1	Absent
NZ_CP004242.1	Absent
NZ_CP006660.1	Absent
NC_016151.1	Absent
NZ_CP017858.1	Absent
NC_010429.1	Absent
NC_006912.1	Absent
NC_018880.1	Absent
NC_012160.1	Absent
NC_017791.1	Absent
NC_021722.1	Absent
NZ_CP015838.1	Absent
NZ_CP017191.1	Absent
NC_004652.1	Absent
NZ_CP012494.1	Absent
NC_004340.1	Absent
NG_050299.1	Absent
NZ_CP018683.2	Absent
NZ_CP018700.1	Absent
NC_011879.1	Absent
NZ_CP016330.1	Absent
NC_010699.1	Absent
NZ_CP014237.1	Absent
NZ_CP009672.1	Absent
NG_049341.1	Absent
NC_017105.1	Absent
NC_022227.1	Absent
NZ_CP013810.1	Absent
NZ_CP015200.1	Absent
NZ_CP010345.1	Absent
NZ_CP013759.1	Absent
NC_011790.1	Absent
NZ_CP017437.1	Absent
NC_016976.1	Absent
NC_006857.1	Absent
NZ_CP018232.1	Absent
NZ_CP010958.1	Absent
NZ_CP011141.1	Absent
NZ_CP007126.1	Absent
NC_013394.1	Absent
NZ_CP013139.1	Absent
NC_022051.1	Absent
NC_002114.1	Absent
NZ_CP018984.1	Absent
NZ_CP007798.1	Absent
NZ_CP006747.1	Absent
NC_012247.1	Absent
NC_022368.1	Absent
NC_021293.1	Absent
NC_019361.1	Absent
NC_017397.1	Absent
NZ_LT667502.1	Absent
NZ_CP009519.1	Absent
NZ_AP017309.1	Absent
NZ_CP014792.1	Absent
NC_017648.1	Absent
NC_014161.1	Absent
NC_008121.1	Absent
NC_013789.1	Absent
NZ_CP019795.1	Absent
NC_012859.1	Absent
NC_010066.1	Absent
NZ_CP017192.1	Absent
NZ_CP017760.1	Absent
NC_017650.1	Absent
NZ_CP006633.1	Absent
NZ_CP013151.1	Absent
NZ_CP013769.1	Absent
NC_016970.1	Absent
NC_011849.1	Absent
NZ_CP019126.1	Absent
NZ_CP005683.1	Absent
NZ_CP011609.1	Absent
NZ_CP006909.1	Absent
NZ_CP005894.1	Absent
NG_047612.1	Absent
NC_017489.1	Absent
NC_009350.1	Absent
NZ_CP014238.1	Absent
NC_012184.1	Absent
NC_019564.1	Absent
NC_006974.1	Absent
NC_008119.1	Absent
NZ_CP009275.1	Absent
NZ_CP009784.1	Absent
NZ_CP004305.1	Absent
NC_002632.1	Absent
NC_018265.1	Absent
NZ_CP018271.1	Absent
NC_011252.1	Absent
NC_002682.1	Absent
NG_050486.1	Absent
NC_011893.1	Absent
NC_002483.1	Absent
NC_018688.1	Absent
NC_025104.1	Absent
NC_016975.1	Absent
NZ_CP014629.1	Absent
NC_008489.1	Absent
NZ_CP010073.1	Absent
NG_050147.1	Absent
NC_022228.1	Absent
NZ_CP003716.1	Absent
NZ_CP005809.1	Absent
NC_018066.1	Absent
NZ_CP009926.1	Absent
NC_019754.1	Absent
NG_047807.1	Absent
NZ_CP018767.1	Absent
NC_007392.1	Absent
NC_012502.1	Absent
NC_019279.1	Absent
NZ_CP004327.1	Absent
NZ_CP013947.1	Absent
NC_021506.1	Absent
NC_009431.1	Absent
NC_013506.1	Absent
NC_020422.1	Absent
NZ_CP009639.1	Absent
NZ_CP014706.1	Absent
NZ_CP004214.1	Absent
NZ_CP015070.1	Absent
NG_051938.1	Absent
NC_017416.1	Absent
NC_009453.1	Absent
NC_011874.1	Absent
NZ_CP018075.1	Absent
NZ_LN554851.1	Absent
NC_023143.1	Absent
NZ_CP009130.1	Absent
NC_017965.1	Absent
NZ_CP009118.1	Absent
NC_004968.1	Absent
NZ_CP019571.1	Absent
NC_002102.1	Absent
NZ_CP015712.1	Absent
NZ_CP016924.1	Absent
NC_022377.1	Absent
NC_005006.1	Absent
NZ_CP017138.1	Absent
NC_012655.1	Absent
NZ_CP013179.1	Absent
NZ_CP013999.1	Absent
NC_006843.1	Absent
NZ_CP007058.1	Absent
NC_011723.1	Absent
NZ_CP013635.1	Absent
NZ_CP009439.1	Absent
NZ_CP004352.1	Absent
NZ_CP016785.1	Absent
NG_048078.1	Absent
NZ_CP012703.1	Absent
NZ_CP009417.1	Absent
NZ_CP014797.1	Absent
NZ_CP010823.1	Absent
NG_050281.1	Absent
NG_047770.1	Absent
NC_020828.1	Absent
NZ_CP015007.1	Absent
NZ_CP014087.1	Absent
NZ_CP013494.1	Absent
NC_015063.1	Absent
NC_019222.1	Absent
NZ_CP005753.1	Absent
NC_013308.1	Absent
NC_011370.1	Absent
NZ_CP013600.1	Absent
NC_020551.1	Absent
NZ_CP007544.1	Absent
NC_014111.1	Absent
NC_018663.1	Absent
NC_019076.1	Absent
NZ_CP013937.1	Absent
NZ_CP007516.1	Absent
NZ_CP015439.1	Absent
NZ_CP013298.1	Absent
NC_019797.1	Absent
NC_003892.2	Absent
NZ_CP004215.1	Absent
NZ_CP008987.1	Absent
NG_047719.1	Absent
NC_017228.1	Absent
NC_015904.1	Absent
NC_010815.1	Absent
NZ_CP005921.1	Absent
NC_017624.1	Absent
NZ_CP015801.1	Absent
NZ_CP011521.2	Absent
NC_020916.1	Absent
NG_051844.1	Absent
NZ_CP004223.1	Absent
NZ_CP018668.1	Absent
NC_030916.1	Absent
NZ_CP013589.1	Absent
NZ_CP005757.1	Absent
NZ_CP011139.1	Absent
NZ_CP014406.1	Absent
NC_001400.1	Absent
NZ_CP009664.1	Absent
NC_019174.1	Absent
NC_007959.1	Absent
NZ_CP009229.1	Absent
NC_020522.1	Absent
NC_009726.1	Absent
NC_015178.1	Absent
NC_010877.1	Absent
NZ_CP012492.1	Absent
NC_025135.1	Absent
NC_012987.1	Absent
NC_014502.1	Absent
NZ_CP018612.1	Absent
NC_017147.1	Absent
NC_004956.1	Absent
NC_002635.1	Absent
NZ_CP012574.1	Absent
NC_012157.1	Absent
NG_050489.1	Absent
NC_017078.1	Absent
NZ_CP012942.1	Absent
NC_013502.1	Absent
NC_019145.1	Absent
NC_013350.1	Absent
NZ_CP005715.1	Absent
NG_047324.1	Absent
NC_016646.1	Absent
NC_022901.1	Absent
NZ_CP018340.1	Absent
NZ_CP012641.1	Absent
NZ_CP016274.1	Absent
NC_013547.1	Absent
NZ_CP013631.1	Absent
NC_019732.1	Absent
NC_014563.1	Absent
NC_023902.1	Absent
NC_012495.1	Absent
NZ_CP010109.1	Absent
NC_013957.1	Absent
NZ_CP015419.1	Absent
NC_011003.1	Absent
NC_022371.1	Absent
NZ_CP017851.1	Absent
NC_017783.1	Absent
NC_012031.1	Absent
NG_050402.1	Absent
NC_019789.1	Absent
NG_052417.1	Absent
NZ_CP014491.1	Absent
NC_010695.1	Absent
NZ_CP014436.1	Absent
NG_047373.1	Absent
NC_017640.1	Absent
NC_020305.1	Absent
NC_009958.1	Absent
NG_047291.1	Absent
NG_050073.1	Absent
NC_021241.1	Absent
NZ_CP017600.1	Absent
NZ_CP018222.1	Absent
NG_048197.1	Absent
NC_014026.1	Absent
NZ_CP011655.1	Absent
NZ_CP012940.1	Absent
NZ_CP017848.1	Absent
NC_019241.1	Absent
NG_048910.1	Absent
NZ_CP017423.1	Absent
NZ_CP004862.1	Absent
NZ_CP011978.1	Absent
NC_015471.1	Absent
NC_022598.1	Absent
NZ_CP010357.1	Absent
NZ_CP018881.1	Absent
NG_047849.1	Absent
NC_004838.1	Absent
NC_012189.1	Absent
NZ_CP015038.1	Absent
NC_004988.1	Absent
NC_005024.1	Absent
NC_017233.1	Absent
NC_022661.1	Absent
NC_007274.1	Absent
NZ_CP005698.1	Absent
NZ_CP014440.1	Absent
NC_008353.1	Absent
NZ_CP011867.1	Absent
NZ_CP010205.1	Absent
NC_013369.1	Absent
NZ_CP014816.1	Absent
NZ_CP010198.1	Absent
NC_015213.1	Absent
NZ_CP014178.1	Absent
NC_015900.1	Absent
NZ_CP005911.1	Absent
NZ_CP015740.1	Absent
NZ_CP014703.1	Absent
NZ_CP009103.1	Absent
NG_050403.1	Absent
NC_009751.1	Absent
NZ_CP009349.1	Absent
NZ_CP012534.1	Absent
NZ_CP004165.1	Absent
NZ_CP016161.1	Absent
NC_013862.1	Absent
NC_024980.1	Absent
NC_013417.1	Absent
NZ_CP018248.1	Absent
NZ_CP016547.1	Absent
NC_007208.1	Absent
NZ_CP003711.1	Absent
NG_048024.1	Absent
NZ_CP005787.1	Absent
NC_003078.1	Absent
NZ_CP015305.1	Absent
NZ_CP004177.1	Absent
NC_006374.1	Absent
NC_014626.1	Absent
NC_004846.1	Absent
NZ_CP013613.1	Absent
NC_017497.1	Absent
NZ_CP011480.1	Absent
NC_013307.1	Absent
NZ_CP005883.1	Absent
NC_015179.1	Absent
NC_002139.1	Absent
NC_013328.1	Absent
NC_008382.1	Absent
NC_019313.1	Absent
NC_011876.1	Absent
NZ_CP005817.1	Absent
NZ_CP014115.1	Absent
NZ_CP017435.1	Absent
NZ_CP005775.1	Absent
NC_017029.1	Absent
NC_005249.1	Absent
NZ_CP011645.1	Absent
NG_047388.1	Absent
NZ_CP015787.1	Absent
NG_051879.1	Absent
NC_016827.2	Absent
NZ_CP004268.1	Absent
NZ_CP014202.1	Absent
NC_017724.1	Absent
NC_022083.1	Absent
NZ_CP016423.1	Absent
NZ_CP014277.1	Absent
NG_050544.1	Absent
NZ_LN997849.1	Absent
NC_004555.1	Absent
NC_018422.1	Absent
NZ_CP013996.1	Absent
NZ_CP009595.1	Absent
NZ_CP012423.1	Absent
NZ_CP005733.1	Absent
NC_007170.1	Absent
NC_017966.1	Absent
NC_008147.1	Absent
NC_010335.1	Absent
NZ_CP015332.1	Absent
NC_013419.1	Absent
NZ_CP004275.1	Absent
NC_008501.1	Absent
NC_005570.1	Absent
NG_047871.1	Absent
NZ_CP015094.1	Absent
NZ_CP009358.1	Absent
NZ_CP010389.1	Absent
NC_015973.1	Absent
NG_047852.1	Absent
NZ_CP009116.1	Absent
NC_002675.1	Absent
NZ_CP009629.1	Absent
NC_021734.1	Absent
NC_012167.1	Absent
NZ_CP010154.1	Absent
NC_018582.1	Absent
NC_017426.1	Absent
NZ_CP013503.1	Absent
NZ_CP018667.1	Absent
NC_019011.1	Absent
NC_002809.1	Absent
NC_023286.1	Absent
NC_019692.1	Absent
NC_020826.1	Absent
NZ_CP005732.1	Absent
NG_049218.1	Absent
NC_005206.1	Absent
NG_047603.1	Absent
NG_047809.1	Absent
NZ_CP016531.1	Absent
NC_010625.1	Absent
NZ_CP005988.1	Absent
NC_012168.1	Absent
NC_014504.1	Absent
NC_004059.1	Absent
NZ_CP018797.1	Absent
NC_020061.1	Absent
NZ_LT599051.1	Absent
NC_013208.1	Absent
NZ_CP012966.1	Absent
NC_011991.1	Absent
NZ_LT222315.1	Absent
NC_025152.1	Absent
NZ_CP009074.1	Absent
NC_013346.1	Absent
NZ_CP009065.1	Absent
NC_017352.1	Absent
NC_020983.1	Absent
NC_014214.1	Absent
NC_025147.1	Absent
NC_024984.1	Absent
NC_012237.1	Absent
NC_019067.1	Absent
NZ_CP011527.1	Absent
NC_002054.1	Absent
NZ_CP013798.1	Absent
NC_005208.1	Absent
NZ_CP010222.1	Absent
NC_019135.1	Absent
NC_017725.1	Absent
NZ_CP004282.1	Absent
NZ_CP014325.1	Absent
NZ_CP015000.1	Absent
NC_010010.2	Absent
NC_013348.1	Absent
NC_013746.1	Absent
NC_022587.1	Absent
NZ_CP013808.1	Absent
NZ_CP004323.1	Absent
NC_013277.1	Absent
NC_004562.1	Absent
NC_014367.1	Absent
NC_001898.1	Absent
NC_019979.1	Absent
NG_050218.1	Absent
NC_011839.1	Absent
NZ_CP014602.1	Absent
NC_002569.1	Absent
NC_018223.1	Absent
NC_012473.1	Absent
NC_008607.1	Absent
NZ_CP012653.1	Absent
NC_019152.1	Absent
NC_009703.1	Absent
NZ_CP018471.1	Absent
NZ_CP018862.1	Absent
NC_014233.1	Absent
NZ_CP009366.1	Absent
NC_016780.1	Absent
NC_017149.1	Absent
NC_010113.1	Absent
NC_019121.1	Absent
NC_009622.1	Absent
NC_004948.1	Absent
NC_015597.1	Absent
NZ_CP014833.1	Absent
NC_019288.1	Absent
NC_009137.1	Absent
NC_018684.1	Absent
NZ_CP018251.1	Absent
NC_011340.1	Absent
NZ_CP012915.1	Absent
NZ_CP011831.1	Absent
NC_017771.1	Absent
NT_187166.1	Absent
NZ_CP016822.1	Absent
NZ_CP013325.1	Absent
NZ_CP014059.1	Absent
NZ_CP013767.1	Absent
NC_004834.1	Absent
NG_049393.1	Absent
NC_017585.1	Absent
NG_050590.1	Absent
NC_018960.1	Absent
NC_019363.1	Absent
NZ_CP005902.1	Absent
NC_015256.1	Absent
NC_023074.1	Absent
NC_023283.1	Absent
NC_012254.1	Absent
NC_020827.1	Absent
NC_019746.1	Absent
NC_007427.1	Absent
NC_016833.1	Absent
NC_002579.1	Absent
NC_013652.1	Absent
NC_021525.1	Absent
NZ_CP007643.1	Absent
NC_013265.1	Absent
NC_017077.1	Absent
NC_012001.1	Absent
NC_017957.2	Absent
NZ_CP004178.1	Absent
NC_001760.1	Absent
NZ_CP006744.1	Absent
NC_020391.1	Absent
NZ_CP004309.1	Absent
NG_048811.1	Absent
NZ_CP015394.1	Absent
NZ_CP015739.1	Absent
NZ_AP014832.1	Absent
NG_051704.1	Absent
NZ_CP009026.1	Absent
NZ_CP013576.1	Absent
NZ_CP007488.1	Absent
NZ_CP013521.1	Absent
NC_022742.1	Absent
NZ_CP005961.1	Absent
NZ_CP011294.1	Absent
NC_017385.1	Absent
NZ_CP012292.1	Absent
NZ_CP005724.1	Absent
NZ_CP011529.1	Absent
NZ_CP014305.2	Absent
NC_009329.1	Absent
NC_019271.1	Absent
NC_020282.1	Absent
NZ_CP015337.1	Absent
NC_011647.1	Absent
NC_017402.1	Absent
NC_011254.1	Absent
NC_006258.1	Absent
NC_007106.1	Absent
NC_018532.1	Absent
NZ_CP011276.1	Absent
NZ_CP013192.1	Absent
NZ_CP011457.1	Absent
NC_012234.1	Absent
NG_050123.1	Absent
NC_024968.1	Absent
NC_013377.1	Absent
NC_013224.1	Absent
NZ_CP005908.1	Absent
NC_020056.1	Absent
NC_019227.1	Absent
NC_016905.1	Absent
NC_010096.1	Absent
NZ_CP018292.1	Absent
NZ_CP013774.1	Absent
NC_014503.1	Absent
NZ_CP014887.1	Absent
NZ_CP014660.1	Absent
NZ_CP010111.1	Absent
NC_017258.1	Absent
NC_002525.1	Absent
NZ_CP014662.1	Absent
NZ_LN879503.1	Absent
NC_010372.1	Absent
NZ_CP014751.1	Absent
NZ_CP015233.1	Absent
NZ_CP010104.1	Absent
NC_011722.1	Absent
NZ_LT222318.1	Absent
NZ_FO082822.1	Absent
NC_013311.1	Absent
NZ_CP014126.1	Absent
NG_048998.1	Absent
NC_021186.1	Absent
NZ_CP009437.1	Absent
NC_002636.1	Absent
NC_019992.1	Absent
NC_004758.1	Absent
NC_019787.1	Absent
NC_011885.1	Absent
NC_018701.1	Absent
NC_005004.1	Absent
NC_017798.1	Absent
NC_004041.2	Absent
NC_008594.1	Absent
NZ_CP016160.1	Absent
NG_050007.1	Absent
NZ_LN890287.1	Absent
NC_013655.1	Absent
NC_019158.1	Absent
NZ_CP004182.1	Absent
NC_012133.1	Absent
NC_017327.1	Absent
NZ_CP010110.1	Absent
NZ_CP019297.1	Absent
NZ_CP014058.1	Absent
NC_025191.1	Absent
NG_050214.1	Absent
NZ_CP014002.1	Absent
NC_017655.1	Absent
NC_013375.2	Absent
NZ_CP006725.1	Absent
NG_047343.1	Absent
NC_009777.1	Absent
NZ_HG813246.1	Absent
NZ_CP013045.1	Absent
NG_048054.1	Absent
NZ_CP012954.1	Absent
NC_014913.1	Absent
NC_003319.1	Absent
NC_019109.1	Absent
NZ_CP017411.1	Absent
NC_019353.1	Absent
NC_019084.1	Absent
NZ_CP015178.1	Absent
NC_025097.1	Absent
NZ_CP015303.1	Absent
NZ_CP017250.1	Absent
NZ_CP010452.1	Absent
NZ_CP013983.1	Absent
NZ_CP004279.1	Absent
NZ_CP011417.1	Absent
NC_021212.1	Absent
NZ_CP010882.1	Absent
NZ_CP004263.1	Absent
NZ_CP014417.1	Absent
NZ_CP007489.1	Absent
NG_048851.1	Absent
NC_010375.1	Absent
NZ_CP015619.1	Absent
NC_011315.1	Absent
NC_022531.1	Absent
NC_001537.1	Absent
NG_048205.1	Absent
NZ_CP006925.1	Absent
NC_001756.1	Absent
NZ_CP015386.1	Absent
NC_015710.1	Absent
NC_019347.1	Absent
NC_018687.1	Absent
NG_049267.1	Absent
NC_019080.1	Absent
NC_024991.1	Absent
NC_010371.1	Absent
NZ_CP005931.1	Absent
NC_015701.1	Absent
NZ_CP014090.1	Absent
NC_019006.1	Absent
NC_017557.1	Absent
NC_002140.1	Absent
NZ_CP006726.1	Absent
NC_025119.1	Absent
NC_009786.1	Absent
NZ_CP014310.1	Absent
NZ_CP012877.1	Absent
NZ_CP014974.1	Absent
NC_006826.1	Absent
NZ_CP012804.1	Absent
NZ_CP004276.1	Absent
NZ_CP013199.1	Absent
NZ_CP018721.1	Absent
NZ_CP003995.1	Absent
NC_017144.1	Absent
NZ_CP014600.1	Absent
NZ_CP005886.1	Absent
NZ_CP010095.1	Absent
NC_010368.1	Absent
NG_050355.1	Absent
NC_002576.1	Absent
NC_013372.1	Absent
NZ_CP018986.1	Absent
NC_006391.1	Absent
NC_019120.1	Absent
NZ_CP019022.1	Absent
NZ_CP012270.1	Absent
NG_052254.1	Absent
NZ_CP011356.1	Absent
NC_017815.1	Absent
NC_008213.1	Absent
NC_023144.1	Absent
NZ_CP014633.1	Absent
NZ_CP009445.1	Absent
NC_014258.1	Absent
NC_007515.1	Absent
NC_009036.1	Absent
NC_009959.1	Absent
NZ_CP013267.1	Absent
NC_019276.1	Absent
NC_009705.1	Absent
NC_022111.1	Absent
NZ_CP009055.1	Absent
NC_019358.1	Absent
NC_021908.1	Absent
NC_001393.1	Absent
NC_017417.1	Absent
NC_014305.1	Absent
NC_012107.1	Absent
NZ_CP014918.1	Absent
NC_011794.1	Absent
NG_048914.1	Absent
NC_011185.1	Absent
NC_019339.1	Absent
NZ_CP011771.1	Absent
NZ_CP013765.1	Absent
NC_020250.1	Absent
NZ_LN868944.1	Absent
NZ_CP008988.1	Absent
NG_050417.1	Absent
NZ_CP009584.1	Absent
NC_010659.1	Absent
NC_019275.1	Absent
NC_018977.1	Absent
NZ_CP004310.1	Absent
NC_025134.1	Absent
NZ_CP019775.1	Absent
NC_023070.1	Absent
NC_020053.1	Absent
NZ_CP009966.1	Absent
NC_023333.1	Absent
NC_019326.1	Absent
NZ_CP015325.1	Absent
NZ_CP003951.1	Absent
NZ_CP004210.1	Absent
NZ_CP014946.1	Absent
NC_021987.1	Absent
NZ_CP009336.1	Absent
NC_017433.1	Absent
NZ_LN997843.1	Absent
NC_010507.1	Absent
NZ_CP005737.1	Absent
NZ_CP015158.1	Absent
NC_010510.1	Absent
NZ_CP014825.1	Absent
NC_019786.1	Absent
NZ_CP013326.1	Absent
NZ_CP014879.1	Absent
NZ_CP005686.1	Absent
NC_023320.1	Absent
NZ_CP005790.1	Absent
NC_017346.1	Absent
NZ_CP018069.1	Absent
NC_019053.1	Absent
NC_010696.1	Absent
NC_012231.1	Absent
NC_004969.1	Absent
NG_047784.1	Absent
NZ_CP012256.1	Absent
NC_010480.1	Absent
NZ_CP018048.1	Absent
NZ_CP012509.1	Absent
NZ_CP012563.1	Absent
NZ_CP016533.1	Absent
NZ_CP009900.1	Absent
NZ_AP014820.1	Absent
NZ_CP009649.1	Absent
NC_004970.1	Absent
NC_023319.1	Absent
NZ_CP013646.1	Absent
NC_017572.1	Absent
NC_012000.1	Absent
NC_015148.1	Absent
NZ_CP015757.1	Absent
NZ_CP017854.1	Absent
NC_019056.1	Absent
NC_019436.1	Absent
NZ_CP013784.1	Absent
NZ_CP017128.1	Absent
NC_002118.1	Absent
NZ_CP018740.1	Absent
NC_014754.1	Absent
NG_047580.1	Absent
NC_014249.1	Absent
NG_049222.1	Absent
NC_019234.1	Absent
NZ_CP017709.1	Absent
NC_014301.1	Absent
NZ_CP019308.1	Absent
NG_047897.1	Absent
NZ_CP009540.1	Absent
NC_012439.1	Absent
NZ_CP012741.1	Absent
NG_052141.1	Absent
NC_019302.1	Absent
NC_013545.1	Absent
NC_015166.1	Absent
NC_023026.1	Absent
NC_025137.1	Absent
NC_009939.1	Absent
NZ_CP009067.1	Absent
NZ_CP005758.1	Absent
NC_002175.1	Absent
NC_025022.1	Absent
NG_047814.1	Absent
NZ_CP011111.1	Absent
NC_010914.3	Absent
NZ_CP010864.1	Absent
NG_047652.1	Absent
NC_017320.1	Absent
NZ_CP016042.1	Absent
NZ_CP013369.1	Absent
NZ_CP013779.1	Absent
NC_017318.1	Absent
NZ_CP013300.1	Absent
NZ_CP015324.1	Absent
NZ_CP019578.1	Absent
NZ_CP011355.1	Absent
NZ_CP005865.1	Absent
NC_013292.1	Absent
NC_016608.1	Absent
NC_015146.1	Absent
NZ_AP017296.1	Absent
NC_002524.1	Absent
NC_017266.1	Absent
NZ_CP007228.1	Absent
NG_049013.1	Absent
NC_010848.1	Absent
NC_012259.1	Absent
NC_019010.1	Absent
NC_025170.1	Absent
NZ_CP017725.1	Absent
NC_012202.1	Absent
NC_013122.1	Absent
NC_020565.1	Absent
NC_016907.1	Absent
NC_005005.1	Absent
NC_008384.1	Absent
NC_001858.1	Absent
NG_048081.1	Absent
NZ_CP013550.1	Absent
NC_018958.1	Absent
NZ_CP017874.1	Absent
NC_022374.1	Absent
NZ_CP004156.1	Absent
NZ_CP013507.1	Absent
NC_018995.1	Absent
NZ_CP009107.1	Absent
NZ_CP015718.1	Absent
NC_013792.1	Absent
NZ_CP009070.1	Absent
NC_013388.1	Absent
NZ_CP011519.2	Absent
NC_006128.1	Absent
NC_019007.1	Absent
NC_016819.1	Absent
NG_047813.1	Absent
NC_017220.1	Absent
NZ_CP009167.1	Absent
NC_015956.1	Absent
NC_007949.1	Absent
NZ_CP016006.1	Absent
NC_004720.1	Absent
NG_052317.1	Absent
NC_005248.1	Absent
NC_011266.1	Absent
NZ_CP016905.1	Absent
NC_022376.1	Absent
NC_025117.1	Absent
NC_004767.1	Absent
NC_022551.1	Absent
NC_012030.1	Absent
NT_187144.1	Absent
NC_007931.1	Absent
NC_019141.1	Absent
NC_008246.1	Absent
NG_047285.1	Absent
NZ_CP015336.1	Absent
NZ_AP014870.1	Absent
NC_015704.1	Absent
NC_018968.1	Absent
NZ_CP009965.1	Absent
NC_024972.1	Absent
NZ_CP014767.1	Absent
NC_013748.1	Absent
NC_016644.1	Absent
NC_005911.1	Absent
NC_012113.1	Absent
NG_050948.1	Absent
NZ_CP014679.1	Absent
NC_017427.1	Absent
NZ_CP014935.1	Absent
NZ_CP014398.1	Absent
NC_017499.1	Absent
NZ_CP018996.1	Absent
NZ_CP013967.1	Absent
NC_018991.1	Absent
NZ_CP013735.1	Absent
NZ_CP010302.1	Absent
NZ_CP012899.1	Absent
NZ_CP015609.1	Absent
NC_001832.1	Absent
NC_010578.1	Absent
NC_002182.1	Absent
NZ_CP009350.1	Absent
NC_017784.1	Absent
NZ_CP014424.1	Absent
NC_019049.1	Absent
NZ_CP005778.1	Absent
NC_018749.1	Absent
NZ_CP004203.1	Absent
NG_049352.1	Absent
NC_017158.1	Absent
NC_012242.1	Absent
NZ_CP009154.1	Absent
NZ_CP010112.1	Absent
NZ_CP008996.1	Absent
NC_014476.2	Absent
NC_010509.1	Absent
NC_011965.1	Absent
NZ_CP004222.1	Absent
NC_019233.1	Absent
NC_017023.1	Absent
NZ_CP009703.1	Absent
NC_022043.1	Absent
NC_020817.1	Absent
NZ_CP004228.1	Absent
NC_025125.1	Absent
NC_005813.1	Absent
NZ_CP010853.1	Absent
NC_017204.1	Absent
NZ_CP014001.1	Absent
NZ_CP004879.1	Absent
NC_003456.1	Absent
NC_012626.1	Absent
NC_014916.1	Absent
NC_011655.1	Absent
NZ_CP006991.1	Absent
NC_008568.1	Absent
NC_015661.1	Absent
NC_010242.1	Absent
NZ_CP012980.1	Absent
NZ_CP017043.1	Absent
NC_012810.1	Absent
NZ_CP009255.1	Absent
NZ_LT607757.1	Absent
NC_014620.1	Absent
NZ_CP006750.1	Absent
NC_007143.1	Absent
NZ_CP005861.1	Absent
NG_049282.1	Absent
NZ_CP014410.1	Absent
NC_010112.1	Absent
NZ_CP009689.1	Absent
NC_002490.1	Absent
NZ_CP009843.1	Absent
NZ_CP005691.1	Absent
NG_048096.1	Absent
NZ_CP013059.1	Absent
NZ_CP005765.1	Absent
NC_024978.1	Absent
NZ_CP018108.1	Absent
NC_010853.1	Absent
NZ_CP013915.1	Absent
NC_019963.1	Absent
NZ_CP007209.1	Absent
NC_008049.1	Absent
NZ_CP019514.1	Absent
NC_010907.1	Absent
NC_013408.1	Absent
NZ_CP011649.1	Absent
NZ_CP010950.1	Absent
NZ_CP009061.1	Absent
NC_013924.1	Absent
NZ_CP011506.1	Absent
NZ_CP018848.1	Absent
NC_004252.1	Absent
NZ_CP016564.1	Absent
NC_020381.1	Absent
NC_015168.1	Absent
NZ_CP013593.1	Absent
NZ_CP006590.1	Absent
NC_002253.1	Absent
NG_048845.1	Absent
NC_010404.1	Absent
NC_005951.1	Absent
NZ_CP013597.1	Absent
NC_013747.1	Absent
NC_022740.1	Absent
NC_011782.1	Absent
NC_006822.1	Absent
NZ_CP012704.1	Absent
NC_021819.1	Absent
NC_016053.1	Absent
NZ_CP014431.1	Absent
NC_019223.1	Absent
NC_009781.1	Absent
NZ_CP015380.1	Absent
NC_011889.1	Absent
NC_020227.1	Absent
NG_047745.1	Absent
NZ_CP012652.1	Absent
NZ_CP003717.1	Absent
NZ_CP018203.1	Absent
NC_021835.1	Absent
NC_013719.1	Absent
NC_001456.1	Absent
NC_017410.1	Absent
NZ_CP016041.1	Absent
NC_009432.1	Absent
NC_015377.1	Absent
NC_012500.1	Absent
NG_048558.1	Absent
NC_011641.1	Absent
NC_020050.1	Absent
NC_010621.1	Absent
NC_011136.1	Absent
NZ_CP003956.1	Absent
NC_007927.1	Absent
NC_010123.1	Absent
NZ_HG969193.1	Absent
NC_017131.1	Absent
NC_011258.1	Absent
NZ_CP004875.1	Absent
NZ_CP018748.1	Absent
NC_015570.1	Absent
NC_016606.1	Absent
NC_015420.1	Absent
NZ_CP016482.1	Absent
NC_025168.1	Absent
NC_012156.1	Absent
NG_049002.1	Absent
NZ_CP013605.1	Absent
NZ_CP015522.1	Absent
NZ_CP014011.1	Absent
NZ_CP010010.1	Absent
NC_025149.1	Absent
NZ_CP006372.1	Absent
NC_011736.1	Absent
NC_019846.2	Absent
NC_008486.1	Absent
NC_017213.1	Absent
NZ_CP014601.1	Absent
NZ_CP015456.1	Absent
NZ_CP018774.1	Absent
NZ_CP015704.1	Absent
NG_051697.1	Absent
NC_010874.1	Absent
NC_010635.1	Absent
NZ_CP019513.1	Absent
NC_007792.1	Absent
NC_018888.1	Absent
NC_011260.1	Absent
NC_012246.1	Absent
NC_013507.1	Absent
NC_015905.1	Absent
NZ_CP018462.1	Absent
NC_003132.1	Absent
NZ_CP010417.1	Absent
NC_019983.1	Absent
NZ_CP009915.1	Absent
NG_052379.1	Absent
NC_014005.1	Absent
NZ_CP016835.1	Absent
NZ_CP010414.1	Absent
NZ_CP013058.1	Absent
NZ_CP009060.1	Absent
NZ_CP013756.1	Absent
NZ_CP005820.1	Absent
NT_187146.1	Absent
NG_047631.1	Absent
NZ_CP015119.1	Absent
NZ_CP016488.1	Absent
NC_009508.1	Absent
NZ_CP005888.1	Absent
NC_011299.1	Absent
NG_052862.1	Absent
NZ_CP015860.1	Absent
NC_013390.1	Absent
NC_016981.1	Absent
NZ_CP010861.1	Absent
NZ_CP012500.1	Absent
